,Country,economy,Year,Unemployment_Percentage
10741,Lithuania,LTU,YR2000,15.931
10742,Liechtenstein,LIE,YR2000,
10743,Libya,LBY,YR2000,19.168
10744,Liberia,LBR,YR2000,2.035
10745,Lesotho,LSO,YR2000,16.143
10746,Lebanon,LBN,YR2000,8.594
10747,Latvia,LVA,YR2000,14.211
10748,Lao PDR,LAO,YR2000,2.057
10749,Kyrgyz Republic,KGZ,YR2000,1.873
10750,Kuwait,KWT,YR2000,0.8
10751,Kosovo,XKX,YR2000,
10752,"Korea, Rep.",KOR,YR2000,4.063
10753,"Korea, Dem. People's Rep.",PRK,YR2000,3.147
10754,Kiribati,KIR,YR2000,
10755,Kenya,KEN,YR2000,2.876
10756,Kazakhstan,KAZ,YR2000,12.75
10757,Jordan,JOR,YR2000,13.7
10758,Japan,JPN,YR2000,4.748
10759,Jamaica,JAM,YR2000,6.807
10760,Italy,ITA,YR2000,10.834
10761,Israel,ISR,YR2000,11.102
10762,Isle of Man,IMN,YR2000,
10763,Ireland,IRL,YR2000,4.318
10764,Iraq,IRQ,YR2000,8.095
10765,"Iran, Islamic Rep.",IRN,YR2000,11.699
10766,Indonesia,IDN,YR2000,6.078
10767,India,IND,YR2000,7.856
10768,Iceland,ISL,YR2000,1.936
10769,Hungary,HUN,YR2000,6.563
10770,"Hong Kong SAR, China",HKG,YR2000,4.92
10771,Honduras,HND,YR2000,3.881
10772,Haiti,HTI,YR2000,8.441
10773,Guyana,GUY,YR2000,11.901
10774,Guinea-Bissau,GNB,YR2000,3.576
10775,Guinea,GIN,YR2000,4.591
10776,Guatemala,GTM,YR2000,2.605
10777,Guam,GUM,YR2000,15.32
10778,Grenada,GRD,YR2000,
10779,Greenland,GRL,YR2000,
10780,Greece,GRC,YR2000,11.345
10781,Gibraltar,GIB,YR2000,
10782,Ghana,GHA,YR2000,10.456
10783,Germany,DEU,YR2000,7.917
10784,Georgia,GEO,YR2000,10.82
10785,"Gambia, The",GMB,YR2000,9.639
10786,Gabon,GAB,YR2000,17.827
10787,French Polynesia,PYF,YR2000,11.608
10788,France,FRA,YR2000,10.218
10789,Finland,FIN,YR2000,11.135
10790,Fiji,FJI,YR2000,4.705
10791,Faroe Islands,FRO,YR2000,
10792,Ethiopia,ETH,YR2000,3.502
10793,Eswatini,SWZ,YR2000,24.518
10794,Estonia,EST,YR2000,13.36
10795,Eritrea,ERI,YR2000,5.724
10796,Equatorial Guinea,GNQ,YR2000,8.033
10797,El Salvador,SLV,YR2000,6.96
10798,"Egypt, Arab Rep.",EGY,YR2000,8.98
10799,Ecuador,ECU,YR2000,4.8
10800,Dominican Republic,DOM,YR2000,6.432
10801,Dominica,DMA,YR2000,
10802,Djibouti,DJI,YR2000,26.862
10803,Denmark,DNK,YR2000,4.476
10804,Czechia,CZE,YR2000,8.764
10805,Cyprus,CYP,YR2000,4.766
10806,Curacao,CUW,YR2000,
10807,Cuba,CUB,YR2000,5.45
10808,Croatia,HRV,YR2000,16.064
10809,Cote d'Ivoire,CIV,YR2000,4.835
10810,Costa Rica,CRI,YR2000,5.08
10811,"Congo, Rep.",COG,YR2000,19.854
10812,"Congo, Dem. Rep.",COD,YR2000,3.224
10813,Comoros,COM,YR2000,4.402
10814,Colombia,COL,YR2000,20.52
10815,China,CHN,YR2000,3.26
10816,Chile,CHL,YR2000,10.491
10817,Channel Islands,CHI,YR2000,5.357
10818,Chad,TCD,YR2000,0.792
10819,Central African Republic,CAF,YR2000,5.546
10820,Cayman Islands,CYM,YR2000,
10821,Canada,CAN,YR2000,6.829
10822,Cameroon,CMR,YR2000,7.534
10823,Cambodia,KHM,YR2000,0.746
10824,Cabo Verde,CPV,YR2000,13.116
10825,Burundi,BDI,YR2000,3.145
10826,Burkina Faso,BFA,YR2000,2.681
10827,Bulgaria,BGR,YR2000,16.218
10828,Brunei Darussalam,BRN,YR2000,5.532
10829,British Virgin Islands,VGB,YR2000,
10830,Brazil,BRA,YR2000,10.892
10831,Botswana,BWA,YR2000,15.88
10832,Bosnia and Herzegovina,BIH,YR2000,25.473
10833,Bolivia,BOL,YR2000,2.442
10834,Bhutan,BTN,YR2000,1.652
10835,Bermuda,BMU,YR2000,
10836,Benin,BEN,YR2000,0.865
10837,Belize,BLZ,YR2000,10.808
10838,Belgium,BEL,YR2000,6.586
10839,Belarus,BLR,YR2000,12.171
10840,Barbados,BRB,YR2000,9.35
10841,Bangladesh,BGD,YR2000,3.27
10842,Bahrain,BHR,YR2000,1.138
10843,"Bahamas, The",BHS,YR2000,7.235
10844,Azerbaijan,AZE,YR2000,11.78
10845,Austria,AUT,YR2000,4.694
10846,Australia,AUS,YR2000,6.288
10847,Aruba,ABW,YR2000,
10848,Armenia,ARM,YR2000,11.097
10849,Argentina,ARG,YR2000,15.0
10850,Antigua and Barbuda,ATG,YR2000,
10851,Angola,AGO,YR2000,16.502
10852,Andorra,AND,YR2000,
10853,American Samoa,ASM,YR2000,
10854,Algeria,DZA,YR2000,29.77
10855,Albania,ALB,YR2000,19.023
10856,Afghanistan,AFG,YR2000,7.955
10857,World,WLD,YR2000,6.13111802117014
10858,Upper middle income,UMC,YR2000,5.58082846855851
10859,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR2000,6.34593767738265
10860,Sub-Saharan Africa (excluding high income),SSA,YR2000,6.34593767738265
10861,Sub-Saharan Africa,SSF,YR2000,6.34593767738265
10862,South Asia (IDA & IBRD),TSA,YR2000,6.8145014472199
10863,South Asia,SAS,YR2000,6.8145014472199
10864,Small states,SST,YR2000,9.70576955677992
10865,Pre-demographic dividend,PRE,YR2000,5.17933893796514
10866,Post-demographic dividend,PST,YR2000,6.53334698136541
10867,Pacific island small states,PSS,YR2000,4.38433996531623
10868,Other small states,OSS,YR2000,10.1811246235653
10869,OECD members,OED,YR2000,6.76935836100309
10870,Not classified,INX,YR2000,
10871,North America,NAC,YR2000,4.27676764256154
10872,Middle income,MIC,YR2000,5.86219626445696
10873,Middle East & North Africa (IDA & IBRD countries),TMN,YR2000,13.1078131701294
10874,Middle East & North Africa (excluding high income),MNA,YR2000,13.0891662888725
10875,Middle East & North Africa,MEA,YR2000,11.8996104584741
10876,Lower middle income,LMC,YR2000,6.29430438734826
10877,Low income,LIC,YR2000,5.02618580007607
10878,Low & middle income,LMY,YR2000,5.80530829441797
10879,Least developed countries: UN classification,LDC,YR2000,4.64468444369204
10880,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2000,9.54784977707152
10881,Latin America & Caribbean (excluding high income),LAC,YR2000,9.17980291525959
10882,Latin America & Caribbean,LCN,YR2000,9.46467215348802
10883,Late-demographic dividend,LTE,YR2000,5.26083848117816
10884,IDA total,IDA,YR2000,4.4441125714382
10885,IDA only,IDX,YR2000,4.76076491698031
10886,IDA blend,IDB,YR2000,3.7326676343914
10887,IDA & IBRD total,IBT,YR2000,6.1487774646706
10888,IBRD only,IBD,YR2000,6.52402930590925
10889,High income,HIC,YR2000,7.13974550826088
10890,Heavily indebted poor countries (HIPC),HPC,YR2000,5.12819238029721
10891,Fragile and conflict affected situations,FCS,YR2000,5.95555494263162
10892,European Union,EUU,YR2000,9.82408868386823
10893,Europe & Central Asia (IDA & IBRD countries),TEC,YR2000,11.1826215079327
10894,Europe & Central Asia (excluding high income),ECA,YR2000,10.9257454288228
10895,Europe & Central Asia,ECS,YR2000,9.77998716794499
10896,Euro area,EMU,YR2000,9.50416311259307
10897,East Asia & Pacific (IDA & IBRD countries),TEA,YR2000,3.41979642557892
10898,East Asia & Pacific (excluding high income),EAP,YR2000,3.41623720751241
10899,East Asia & Pacific,EAS,YR2000,3.55025846268282
10900,Early-demographic dividend,EAR,YR2000,7.14586633222722
10901,Central Europe and the Baltics,CEB,YR2000,12.4138633193528
10902,Caribbean small states,CSS,YR2000,11.550029382398
10903,Arab World,ARB,YR2000,12.3434809931239
10904,Africa Western and Central,AFW,YR2000,4.62766007756471
10905,Africa Eastern and Southern,AFE,YR2000,7.40935157245465
10906,Zimbabwe,ZWE,YR2001,5.314
10907,Zambia,ZMB,YR2001,13.41
10908,"Yemen, Rep.",YEM,YR2001,11.725
10909,West Bank and Gaza,PSE,YR2001,21.493
10910,Virgin Islands (U.S.),VIR,YR2001,10.583
10911,Viet Nam,VNM,YR2001,2.76
10912,"Venezuela, RB",VEN,YR2001,13.04
10913,Vanuatu,VUT,YR2001,8.47
10914,Uzbekistan,UZB,YR2001,11.254
10915,Uruguay,URY,YR2001,15.052
10916,United States,USA,YR2001,4.731
10917,United Kingdom,GBR,YR2001,4.696
10918,United Arab Emirates,ARE,YR2001,2.442
10919,Ukraine,UKR,YR2001,11.061
10920,Uganda,UGA,YR2001,3.517
10921,Tuvalu,TUV,YR2001,
10922,Turks and Caicos Islands,TCA,YR2001,
10923,Turkmenistan,TKM,YR2001,10.898
10924,Turkiye,TUR,YR2001,8.381
10925,Tunisia,TUN,YR2001,14.4
10926,Trinidad and Tobago,TTO,YR2001,10.88
10927,Tonga,TON,YR2001,4.479
10928,Togo,TGO,YR2001,4.102
10929,Timor-Leste,TLS,YR2001,3.483
10930,Thailand,THA,YR2001,2.6
10931,Tanzania,TZA,YR2001,2.994
10932,Tajikistan,TJK,YR2001,14.566
10933,Syrian Arab Republic,SYR,YR2001,11.63
10934,Switzerland,CHE,YR2001,2.49
10935,Sweden,SWE,YR2001,4.73
10936,Suriname,SUR,YR2001,12.137
10937,Sudan,SDN,YR2001,14.825
10938,St. Vincent and the Grenadines,VCT,YR2001,21.1
10939,St. Martin (French part),MAF,YR2001,
10940,St. Lucia,LCA,YR2001,18.556
10941,St. Kitts and Nevis,KNA,YR2001,
10942,Sri Lanka,LKA,YR2001,7.9
10943,Spain,ESP,YR2001,10.348
10944,South Sudan,SSD,YR2001,12.166
10945,South Africa,ZAF,YR2001,19.725
10946,Somalia,SOM,YR2001,18.883
10947,Solomon Islands,SLB,YR2001,2.583
10948,Slovenia,SVN,YR2001,5.685
10949,Slovak Republic,SVK,YR2001,19.149
10950,Sint Maarten (Dutch part),SXM,YR2001,
10951,Singapore,SGP,YR2001,3.76
10952,Sierra Leone,SLE,YR2001,4.161
10953,Seychelles,SYC,YR2001,
10954,Serbia,SRB,YR2001,12.8
10955,Senegal,SEN,YR2001,2.68
10956,Saudi Arabia,SAU,YR2001,4.618
10957,Sao Tome and Principe,STP,YR2001,15.73
10958,San Marino,SMR,YR2001,
10959,Samoa,WSM,YR2001,4.96
10960,Rwanda,RWA,YR2001,11.828
10961,Russian Federation,RUS,YR2001,8.978
10962,Romania,ROU,YR2001,6.562
10963,Qatar,QAT,YR2001,0.87
10964,Puerto Rico,PRI,YR2001,11.4
10965,Portugal,PRT,YR2001,3.829
10966,Poland,POL,YR2001,18.373
10967,Philippines,PHL,YR2001,3.698
10968,Peru,PER,YR2001,5.067
10969,Paraguay,PRY,YR2001,6.206
10970,Papua New Guinea,PNG,YR2001,2.801
10971,Panama,PAN,YR2001,6.429
10972,Palau,PLW,YR2001,
10973,Pakistan,PAK,YR2001,0.595
10974,Oman,OMN,YR2001,4.337
10975,Norway,NOR,YR2001,3.738
10976,Northern Mariana Islands,MNP,YR2001,
10977,North Macedonia,MKD,YR2001,30.52
10978,Nigeria,NGA,YR2001,3.827
10979,Niger,NER,YR2001,1.47
10980,Nicaragua,NIC,YR2001,7.22
10981,New Zealand,NZL,YR2001,5.433
10982,New Caledonia,NCL,YR2001,17.447
10983,Netherlands,NLD,YR2001,2.119
10984,Nepal,NPL,YR2001,10.615
10985,Nauru,NRU,YR2001,
10986,Namibia,NAM,YR2001,20.986
10987,Myanmar,MMR,YR2001,0.7
10988,Mozambique,MOZ,YR2001,2.84
10989,Morocco,MAR,YR2001,12.46
10990,Montenegro,MNE,YR2001,30.308
10991,Mongolia,MNG,YR2001,6.107
10992,Monaco,MCO,YR2001,
10993,Moldova,MDA,YR2001,7.366
10994,"Micronesia, Fed. Sts.",FSM,YR2001,
10995,Mexico,MEX,YR2001,2.627
10996,Mauritius,MUS,YR2001,9.14
10997,Mauritania,MRT,YR2001,10.002
10998,Marshall Islands,MHL,YR2001,
10999,Malta,MLT,YR2001,7.107
11000,Mali,MLI,YR2001,1.264
11001,Maldives,MDV,YR2001,3.062
11002,Malaysia,MYS,YR2001,3.53
11003,Malawi,MWI,YR2001,5.202
11004,Madagascar,MDG,YR2001,5.35
11005,"Macao SAR, China",MAC,YR2001,6.393
11006,Luxembourg,LUX,YR2001,1.805
11007,Lithuania,LTU,YR2001,16.84
11008,Liechtenstein,LIE,YR2001,
11009,Libya,LBY,YR2001,19.186
11010,Liberia,LBR,YR2001,2.125
11011,Lesotho,LSO,YR2001,16.05
11012,Lebanon,LBN,YR2001,8.456
11013,Latvia,LVA,YR2001,13.821
11014,Lao PDR,LAO,YR2001,1.891
11015,Kyrgyz Republic,KGZ,YR2001,1.966
11016,Kuwait,KWT,YR2001,0.8
11017,Kosovo,XKX,YR2001,
11018,"Korea, Rep.",KOR,YR2001,3.699
11019,"Korea, Dem. People's Rep.",PRK,YR2001,3.16
11020,Kiribati,KIR,YR2001,
11021,Kenya,KEN,YR2001,2.868
11022,Kazakhstan,KAZ,YR2001,10.43
11023,Jordan,JOR,YR2001,14.7
11024,Japan,JPN,YR2001,5.02
11025,Jamaica,JAM,YR2001,6.686
11026,Italy,ITA,YR2001,9.599
11027,Israel,ISR,YR2001,11.812
11028,Isle of Man,IMN,YR2001,
11029,Ireland,IRL,YR2001,3.684
11030,Iraq,IRQ,YR2001,8.288
11031,"Iran, Islamic Rep.",IRN,YR2001,12.356
11032,Indonesia,IDN,YR2001,6.082
11033,India,IND,YR2001,8.039
11034,Iceland,ISL,YR2001,1.874
11035,Hungary,HUN,YR2001,5.671
11036,"Hong Kong SAR, China",HKG,YR2001,5.09
11037,Honduras,HND,YR2001,4.0
11038,Haiti,HTI,YR2001,9.744
11039,Guyana,GUY,YR2001,11.802
11040,Guinea-Bissau,GNB,YR2001,3.195
11041,Guinea,GIN,YR2001,4.595
11042,Guatemala,GTM,YR2001,2.746
11043,Guam,GUM,YR2001,13.213
11044,Grenada,GRD,YR2001,
11045,Greenland,GRL,YR2001,
11046,Greece,GRC,YR2001,10.764
11047,Gibraltar,GIB,YR2001,
11048,Ghana,GHA,YR2001,9.604
11049,Germany,DEU,YR2001,7.773
11050,Georgia,GEO,YR2001,11.16
11051,"Gambia, The",GMB,YR2001,9.571
11052,Gabon,GAB,YR2001,17.801
11053,French Polynesia,PYF,YR2001,11.678
11054,France,FRA,YR2001,8.61
11055,Finland,FIN,YR2001,10.291
11056,Fiji,FJI,YR2001,4.698
11057,Faroe Islands,FRO,YR2001,
11058,Ethiopia,ETH,YR2001,3.174
11059,Eswatini,SWZ,YR2001,25.2
11060,Estonia,EST,YR2001,13.135
11061,Eritrea,ERI,YR2001,5.784
11062,Equatorial Guinea,GNQ,YR2001,8.16
11063,El Salvador,SLV,YR2001,6.96
11064,"Egypt, Arab Rep.",EGY,YR2001,9.26
11065,Ecuador,ECU,YR2001,4.252
11066,Dominican Republic,DOM,YR2001,7.262
11067,Dominica,DMA,YR2001,
11068,Djibouti,DJI,YR2001,26.78
11069,Denmark,DNK,YR2001,4.164
11070,Czechia,CZE,YR2001,8.128
11071,Cyprus,CYP,YR2001,4.043
11072,Curacao,CUW,YR2001,
11073,Cuba,CUB,YR2001,4.08
11074,Croatia,HRV,YR2001,15.822
11075,Cote d'Ivoire,CIV,YR2001,5.199
11076,Costa Rica,CRI,YR2001,6.051
11077,"Congo, Rep.",COG,YR2001,19.858
11078,"Congo, Dem. Rep.",COD,YR2001,3.233
11079,Comoros,COM,YR2001,4.379
11080,Colombia,COL,YR2001,15.04
11081,China,CHN,YR2001,3.8
11082,Chile,CHL,YR2001,10.39
11083,Channel Islands,CHI,YR2001,5.041
11084,Chad,TCD,YR2001,0.789
11085,Central African Republic,CAF,YR2001,5.589
11086,Cayman Islands,CYM,YR2001,
11087,Canada,CAN,YR2001,7.219
11088,Cameroon,CMR,YR2001,7.46
11089,Cambodia,KHM,YR2001,0.775
11090,Cabo Verde,CPV,YR2001,13.313
11091,Burundi,BDI,YR2001,3.164
11092,Burkina Faso,BFA,YR2001,2.742
11093,Bulgaria,BGR,YR2001,19.921
11094,Brunei Darussalam,BRN,YR2001,5.609
11095,British Virgin Islands,VGB,YR2001,
11096,Brazil,BRA,YR2001,10.649
11097,Botswana,BWA,YR2001,18.54
11098,Bosnia and Herzegovina,BIH,YR2001,26.461
11099,Bolivia,BOL,YR2001,2.626
11100,Bhutan,BTN,YR2001,1.9
11101,Bermuda,BMU,YR2001,
11102,Benin,BEN,YR2001,0.766
11103,Belize,BLZ,YR2001,9.07
11104,Belgium,BEL,YR2001,6.178
11105,Belarus,BLR,YR2001,11.523
11106,Barbados,BRB,YR2001,9.85
11107,Bangladesh,BGD,YR2001,3.614
11108,Bahrain,BHR,YR2001,1.171
11109,"Bahamas, The",BHS,YR2001,6.87
11110,Azerbaijan,AZE,YR2001,10.91
11111,Austria,AUT,YR2001,4.012
11112,Australia,AUS,YR2001,6.747
11113,Aruba,ABW,YR2001,
11114,Armenia,ARM,YR2001,10.995
11115,Argentina,ARG,YR2001,17.32
11116,Antigua and Barbuda,ATG,YR2001,
11117,Angola,AGO,YR2001,16.539
11118,Andorra,AND,YR2001,
11119,American Samoa,ASM,YR2001,
11120,Algeria,DZA,YR2001,27.3
11121,Albania,ALB,YR2001,18.57
11122,Afghanistan,AFG,YR2001,7.958
11123,World,WLD,YR2001,6.22346830929282
11124,Upper middle income,UMC,YR2001,5.8535548424803
11125,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR2001,6.25826316438261
11126,Sub-Saharan Africa (excluding high income),SSA,YR2001,6.25826316438261
11127,Sub-Saharan Africa,SSF,YR2001,6.25826316438261
11128,South Asia (IDA & IBRD),TSA,YR2001,6.97443274007752
11129,South Asia,SAS,YR2001,6.97443274007752
11130,Small states,SST,YR2001,9.66611688500094
11131,Pre-demographic dividend,PRE,YR2001,5.17532344007442
11132,Post-demographic dividend,PST,YR2001,6.37616085115761
11133,Pacific island small states,PSS,YR2001,4.48792525446272
11134,Other small states,OSS,YR2001,10.1478306770786
11135,OECD members,OED,YR2001,6.62582784223015
11136,Not classified,INX,YR2001,
11137,North America,NAC,YR2001,4.98294486165048
11138,Middle income,MIC,YR2001,6.06871692658796
11139,Middle East & North Africa (IDA & IBRD countries),TMN,YR2001,13.0849252778066
11140,Middle East & North Africa (excluding high income),MNA,YR2001,13.1429593632504
11141,Middle East & North Africa,MEA,YR2001,11.9537795259425
11142,Lower middle income,LMC,YR2001,6.39696194557569
11143,Low income,LIC,YR2001,5.02005783993305
11144,Low & middle income,LMY,YR2001,5.99661971676799
11145,Least developed countries: UN classification,LDC,YR2001,4.68362793082364
11146,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2001,9.15988054187084
11147,Latin America & Caribbean (excluding high income),LAC,YR2001,8.7686042943478
11148,Latin America & Caribbean,LCN,YR2001,9.06795698325535
11149,Late-demographic dividend,LTE,YR2001,5.43387688800521
11150,IDA total,IDA,YR2001,4.43942339834433
11151,IDA only,IDX,YR2001,4.81296054922816
11152,IDA blend,IDB,YR2001,3.60551386881708
11153,IDA & IBRD total,IBT,YR2001,6.29014557657023
11154,IBRD only,IBD,YR2001,6.70343779361772
11155,High income,HIC,YR2001,6.91114477294699
11156,Heavily indebted poor countries (HIPC),HPC,YR2001,5.06005749401549
11157,Fragile and conflict affected situations,FCS,YR2001,5.8728101911712
11158,European Union,EUU,YR2001,9.20322074962879
11159,Europe & Central Asia (IDA & IBRD countries),TEC,YR2001,10.7754423853357
11160,Europe & Central Asia (excluding high income),ECA,YR2001,10.8029179679969
11161,Europe & Central Asia,ECS,YR2001,9.083249352686
11162,Euro area,EMU,YR2001,8.44338207894511
11163,East Asia & Pacific (IDA & IBRD countries),TEA,YR2001,3.85094568434112
11164,East Asia & Pacific (excluding high income),EAP,YR2001,3.84196647180146
11165,East Asia & Pacific,EAS,YR2001,3.94561087236579
11166,Early-demographic dividend,EAR,YR2001,7.29449264052811
11167,Central Europe and the Baltics,CEB,YR2001,13.2225598769146
11168,Caribbean small states,CSS,YR2001,11.3939887140566
11169,Arab World,ARB,YR2001,12.2299017476608
11170,Africa Western and Central,AFW,YR2001,4.55869108856498
11171,Africa Eastern and Southern,AFE,YR2001,7.30811037352673
11172,Zimbabwe,ZWE,YR2002,5.007
11173,Zambia,ZMB,YR2002,14.125
11174,"Yemen, Rep.",YEM,YR2002,11.842
11175,West Bank and Gaza,PSE,YR2002,27.465
11176,Virgin Islands (U.S.),VIR,YR2002,10.817
11177,Viet Nam,VNM,YR2002,2.12
11178,"Venezuela, RB",VEN,YR2002,16.17
11179,Vanuatu,VUT,YR2002,8.654
11180,Uzbekistan,UZB,YR2002,10.224
11181,Uruguay,URY,YR2002,16.648
11182,United States,USA,YR2002,5.783
11183,United Kingdom,GBR,YR2002,5.037
11184,United Arab Emirates,ARE,YR2002,2.657
11185,Ukraine,UKR,YR2002,10.136
11186,Uganda,UGA,YR2002,3.5
11187,Tuvalu,TUV,YR2002,
11188,Turks and Caicos Islands,TCA,YR2002,
11189,Turkmenistan,TKM,YR2002,10.1
11190,Turkiye,TUR,YR2002,10.358
11191,Tunisia,TUN,YR2002,14.55
11192,Trinidad and Tobago,TTO,YR2002,10.39
11193,Tonga,TON,YR2002,4.837
11194,Togo,TGO,YR2002,4.085
11195,Timor-Leste,TLS,YR2002,3.326
11196,Thailand,THA,YR2002,1.82
11197,Tanzania,TZA,YR2002,3.021
11198,Tajikistan,TJK,YR2002,14.148
11199,Syrian Arab Republic,SYR,YR2002,10.94
11200,Switzerland,CHE,YR2002,2.924
11201,Sweden,SWE,YR2002,4.965
11202,Suriname,SUR,YR2002,11.233
11203,Sudan,SDN,YR2002,14.767
11204,St. Vincent and the Grenadines,VCT,YR2002,20.617
11205,St. Martin (French part),MAF,YR2002,
11206,St. Lucia,LCA,YR2002,20.39
11207,St. Kitts and Nevis,KNA,YR2002,
11208,Sri Lanka,LKA,YR2002,8.76
11209,Spain,ESP,YR2002,11.146
11210,South Sudan,SSD,YR2002,12.116
11211,South Africa,ZAF,YR2002,19.658
11212,Somalia,SOM,YR2002,18.893
11213,Solomon Islands,SLB,YR2002,2.635
11214,Slovenia,SVN,YR2002,5.927
11215,Slovak Republic,SVK,YR2002,18.541
11216,Sint Maarten (Dutch part),SXM,YR2002,
11217,Singapore,SGP,YR2002,5.65
11218,Sierra Leone,SLE,YR2002,3.901
11219,Seychelles,SYC,YR2002,
11220,Serbia,SRB,YR2002,13.8
11221,Senegal,SEN,YR2002,2.808
11222,Saudi Arabia,SAU,YR2002,5.265
11223,Sao Tome and Principe,STP,YR2002,17.63
11224,San Marino,SMR,YR2002,
11225,Samoa,WSM,YR2002,4.978
11226,Rwanda,RWA,YR2002,11.557
11227,Russian Federation,RUS,YR2002,7.875
11228,Romania,ROU,YR2002,8.112
11229,Qatar,QAT,YR2002,0.87
11230,Puerto Rico,PRI,YR2002,11.94
11231,Portugal,PRT,YR2002,4.497
11232,Poland,POL,YR2002,19.895
11233,Philippines,PHL,YR2002,3.615
11234,Peru,PER,YR2002,4.84
11235,Paraguay,PRY,YR2002,9.393
11236,Papua New Guinea,PNG,YR2002,2.754
11237,Panama,PAN,YR2002,6.419
11238,Palau,PLW,YR2002,
11239,Pakistan,PAK,YR2002,0.597
11240,Oman,OMN,YR2002,4.374
11241,Norway,NOR,YR2002,4.022
11242,Northern Mariana Islands,MNP,YR2002,
11243,North Macedonia,MKD,YR2002,31.94
11244,Nigeria,NGA,YR2002,3.618
11245,Niger,NER,YR2002,1.807
11246,Nicaragua,NIC,YR2002,7.523
11247,New Zealand,NZL,YR2002,5.282
11248,New Caledonia,NCL,YR2002,17.079
11249,Netherlands,NLD,YR2002,2.554
11250,Nepal,NPL,YR2002,10.655
11251,Nauru,NRU,YR2002,
11252,Namibia,NAM,YR2002,21.51
11253,Myanmar,MMR,YR2002,0.685
11254,Mozambique,MOZ,YR2002,2.906
11255,Morocco,MAR,YR2002,11.59
11256,Montenegro,MNE,YR2002,30.277
11257,Mongolia,MNG,YR2002,6.2
11258,Monaco,MCO,YR2002,
11259,Moldova,MDA,YR2002,6.845
11260,"Micronesia, Fed. Sts.",FSM,YR2002,
11261,Mexico,MEX,YR2002,3.003
11262,Mauritius,MUS,YR2002,8.205
11263,Mauritania,MRT,YR2002,10.076
11264,Marshall Islands,MHL,YR2002,
11265,Malta,MLT,YR2002,6.902
11266,Mali,MLI,YR2002,1.297
11267,Maldives,MDV,YR2002,4.142
11268,Malaysia,MYS,YR2002,3.48
11269,Malawi,MWI,YR2002,5.229
11270,Madagascar,MDG,YR2002,5.52
11271,"Macao SAR, China",MAC,YR2002,6.267
11272,Luxembourg,LUX,YR2002,2.621
11273,Lithuania,LTU,YR2002,13.008
11274,Liechtenstein,LIE,YR2002,
11275,Libya,LBY,YR2002,19.198
11276,Liberia,LBR,YR2002,2.211
11277,Lesotho,LSO,YR2002,16.045
11278,Lebanon,LBN,YR2002,8.225
11279,Latvia,LVA,YR2002,13.829
11280,Lao PDR,LAO,YR2002,1.785
11281,Kyrgyz Republic,KGZ,YR2002,2.07
11282,Kuwait,KWT,YR2002,1.1
11283,Kosovo,XKX,YR2002,
11284,"Korea, Rep.",KOR,YR2002,3.046
11285,"Korea, Dem. People's Rep.",PRK,YR2002,3.12
11286,Kiribati,KIR,YR2002,
11287,Kenya,KEN,YR2002,2.903
11288,Kazakhstan,KAZ,YR2002,9.33
11289,Jordan,JOR,YR2002,15.3
11290,Japan,JPN,YR2002,5.386
11291,Jamaica,JAM,YR2002,6.654
11292,Italy,ITA,YR2002,9.211
11293,Israel,ISR,YR2002,12.888
11294,Isle of Man,IMN,YR2002,
11295,Ireland,IRL,YR2002,4.216
11296,Iraq,IRQ,YR2002,8.636
11297,"Iran, Islamic Rep.",IRN,YR2002,12.8
11298,Indonesia,IDN,YR2002,6.604
11299,India,IND,YR2002,8.248
11300,Iceland,ISL,YR2002,2.988
11301,Hungary,HUN,YR2002,5.608
11302,"Hong Kong SAR, China",HKG,YR2002,7.28
11303,Honduras,HND,YR2002,4.02
11304,Haiti,HTI,YR2002,11.044
11305,Guyana,GUY,YR2002,11.81
11306,Guinea-Bissau,GNB,YR2002,3.222
11307,Guinea,GIN,YR2002,4.549
11308,Guatemala,GTM,YR2002,2.748
11309,Guam,GUM,YR2002,11.39
11310,Grenada,GRD,YR2002,
11311,Greenland,GRL,YR2002,
11312,Greece,GRC,YR2002,10.346
11313,Gibraltar,GIB,YR2002,
11314,Ghana,GHA,YR2002,8.698
11315,Germany,DEU,YR2002,8.482
11316,Georgia,GEO,YR2002,12.59
11317,"Gambia, The",GMB,YR2002,9.965
11318,Gabon,GAB,YR2002,17.372
11319,French Polynesia,PYF,YR2002,11.71
11320,France,FRA,YR2002,8.702
11321,Finland,FIN,YR2002,10.423
11322,Fiji,FJI,YR2002,4.77
11323,Faroe Islands,FRO,YR2002,
11324,Ethiopia,ETH,YR2002,3.061
11325,Eswatini,SWZ,YR2002,25.734
11326,Estonia,EST,YR2002,10.026
11327,Eritrea,ERI,YR2002,5.814
11328,Equatorial Guinea,GNQ,YR2002,8.245
11329,El Salvador,SLV,YR2002,6.2
11330,"Egypt, Arab Rep.",EGY,YR2002,10.01
11331,Ecuador,ECU,YR2002,4.825
11332,Dominican Republic,DOM,YR2002,6.779
11333,Dominica,DMA,YR2002,
11334,Djibouti,DJI,YR2002,26.761
11335,Denmark,DNK,YR2002,4.274
11336,Czechia,CZE,YR2002,7.281
11337,Cyprus,CYP,YR2002,3.336
11338,Curacao,CUW,YR2002,
11339,Cuba,CUB,YR2002,3.31
