,Country,economy,Year,Unemployment_Percentage
11340,Croatia,HRV,YR2002,15.053
11341,Cote d'Ivoire,CIV,YR2002,5.516
11342,Costa Rica,CRI,YR2002,6.396
11343,"Congo, Rep.",COG,YR2002,19.656
11344,"Congo, Dem. Rep.",COD,YR2002,3.165
11345,Comoros,COM,YR2002,4.369
11346,Colombia,COL,YR2002,14.481
11347,China,CHN,YR2002,4.24
11348,Chile,CHL,YR2002,10.168
11349,Channel Islands,CHI,YR2002,5.309
11350,Chad,TCD,YR2002,0.768
11351,Central African Republic,CAF,YR2002,5.625
11352,Cayman Islands,CYM,YR2002,
11353,Canada,CAN,YR2002,7.665
11354,Cameroon,CMR,YR2002,6.711
11355,Cambodia,KHM,YR2002,0.853
11356,Cabo Verde,CPV,YR2002,13.434
11357,Burundi,BDI,YR2002,3.18
11358,Burkina Faso,BFA,YR2002,2.855
11359,Bulgaria,BGR,YR2002,18.11
11360,Brunei Darussalam,BRN,YR2002,5.695
11361,British Virgin Islands,VGB,YR2002,
11362,Brazil,BRA,YR2002,10.641
11363,Botswana,BWA,YR2002,21.272
11364,Bosnia and Herzegovina,BIH,YR2002,27.414
11365,Bolivia,BOL,YR2002,2.606
11366,Bhutan,BTN,YR2002,1.851
11367,Bermuda,BMU,YR2002,
11368,Benin,BEN,YR2002,0.69
11369,Belize,BLZ,YR2002,10.04
11370,Belgium,BEL,YR2002,6.91
11371,Belarus,BLR,YR2002,10.837
11372,Barbados,BRB,YR2002,10.32
11373,Bangladesh,BGD,YR2002,3.967
11374,Bahrain,BHR,YR2002,1.184
11375,"Bahamas, The",BHS,YR2002,9.05
11376,Azerbaijan,AZE,YR2002,10.04
11377,Austria,AUT,YR2002,4.86
11378,Australia,AUS,YR2002,6.375
11379,Aruba,ABW,YR2002,
11380,Armenia,ARM,YR2002,10.872
11381,Argentina,ARG,YR2002,19.59
11382,Antigua and Barbuda,ATG,YR2002,
11383,Angola,AGO,YR2002,16.342
11384,Andorra,AND,YR2002,
11385,American Samoa,ASM,YR2002,
11386,Algeria,DZA,YR2002,25.9
11387,Albania,ALB,YR2002,17.891
11388,Afghanistan,AFG,YR2002,7.939
11389,World,WLD,YR2002,6.46830810118524
11390,Upper middle income,UMC,YR2002,6.19293564564276
11391,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR2002,6.16766093376978
11392,Sub-Saharan Africa (excluding high income),SSA,YR2002,6.16766093376977
11393,Sub-Saharan Africa,SSF,YR2002,6.16766093376978
11394,South Asia (IDA & IBRD),TSA,YR2002,7.17128847615979
11395,South Asia,SAS,YR2002,7.17128847615979
11396,Small states,SST,YR2002,9.32654034221645
11397,Pre-demographic dividend,PRE,YR2002,5.14963429628808
11398,Post-demographic dividend,PST,YR2002,6.76609718301748
11399,Pacific island small states,PSS,YR2002,4.57801201363109
11400,Other small states,OSS,YR2002,9.5438292018272
11401,OECD members,OED,YR2002,7.1344532800611
11402,Not classified,INX,YR2002,
11403,North America,NAC,YR2002,5.97740449248075
11404,Middle income,MIC,YR2002,6.3018484849855
11405,Middle East & North Africa (IDA & IBRD countries),TMN,YR2002,13.1496178992427
11406,Middle East & North Africa (excluding high income),MNA,YR2002,13.2480610311964
11407,Middle East & North Africa,MEA,YR2002,12.1014746556621
11408,Lower middle income,LMC,YR2002,6.46711319067478
11409,Low income,LIC,YR2002,4.98462037275568
11410,Low & middle income,LMY,YR2002,6.21004348430643
11411,Least developed countries: UN classification,LDC,YR2002,4.77627421902021
11412,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2002,9.5212978663245
11413,Latin America & Caribbean (excluding high income),LAC,YR2002,8.9804885967251
11414,Latin America & Caribbean,LCN,YR2002,9.41019163408072
11415,Late-demographic dividend,LTE,YR2002,5.62405201924386
11416,IDA total,IDA,YR2002,4.42727495069254
11417,IDA only,IDX,YR2002,4.88749470203625
11418,IDA blend,IDB,YR2002,3.40153310559902
11419,IDA & IBRD total,IBT,YR2002,6.48438696791859
11420,IBRD only,IBD,YR2002,6.95062019023269
11421,High income,HIC,YR2002,7.22372835984148
11422,Heavily indebted poor countries (HIPC),HPC,YR2002,5.03012043434769
11423,Fragile and conflict affected situations,FCS,YR2002,5.86375568468394
11424,European Union,EUU,YR2002,9.55246094210002
11425,Europe & Central Asia (IDA & IBRD countries),TEC,YR2002,10.5599663392486
11426,Europe & Central Asia (excluding high income),ECA,YR2002,10.8342866592893
11427,Europe & Central Asia,ECS,YR2002,9.09436558166148
11428,Euro area,EMU,YR2002,8.69768970745495
11429,East Asia & Pacific (IDA & IBRD countries),TEA,YR2002,4.17169692438029
11430,East Asia & Pacific (excluding high income),EAP,YR2002,4.15805011839945
11431,East Asia & Pacific,EAS,YR2002,4.24490180442235
11432,Early-demographic dividend,EAR,YR2002,7.58572244955127
11433,Central Europe and the Baltics,CEB,YR2002,13.7537268976148
11434,Caribbean small states,CSS,YR2002,11.9148972445171
11435,Arab World,ARB,YR2002,12.2566835705802
11436,Africa Western and Central,AFW,YR2002,4.37678401701156
11437,Africa Eastern and Southern,AFE,YR2002,7.27079567434225
11438,Zimbabwe,ZWE,YR2003,4.736
11439,Zambia,ZMB,YR2003,14.701
11440,"Yemen, Rep.",YEM,YR2003,12.013
11441,West Bank and Gaza,PSE,YR2003,23.004
11442,Virgin Islands (U.S.),VIR,YR2003,11.119
11443,Viet Nam,VNM,YR2003,2.25
11444,"Venezuela, RB",VEN,YR2003,16.78
11445,Vanuatu,VUT,YR2003,8.71
11446,Uzbekistan,UZB,YR2003,9.185
11447,Uruguay,URY,YR2003,16.661
11448,United States,USA,YR2003,5.989
11449,United Kingdom,GBR,YR2003,4.807
11450,United Arab Emirates,ARE,YR2003,2.902
11451,Ukraine,UKR,YR2003,9.057
11452,Uganda,UGA,YR2003,3.6
11453,Tuvalu,TUV,YR2003,
11454,Turks and Caicos Islands,TCA,YR2003,
11455,Turkmenistan,TKM,YR2003,9.239
11456,Turkiye,TUR,YR2003,10.542
11457,Tunisia,TUN,YR2003,14.51
11458,Trinidad and Tobago,TTO,YR2003,10.48
11459,Tonga,TON,YR2003,5.18
11460,Togo,TGO,YR2003,3.964
11461,Timor-Leste,TLS,YR2003,3.409
11462,Thailand,THA,YR2003,1.54
11463,Tanzania,TZA,YR2003,3.051
11464,Tajikistan,TJK,YR2003,13.751
11465,Syrian Arab Republic,SYR,YR2003,10.28
11466,Switzerland,CHE,YR2003,4.117
11467,Sweden,SWE,YR2003,5.555
11468,Suriname,SUR,YR2003,10.351
11469,Sudan,SDN,YR2003,14.766
11470,St. Vincent and the Grenadines,VCT,YR2003,19.967
11471,St. Martin (French part),MAF,YR2003,
11472,St. Lucia,LCA,YR2003,22.18
11473,St. Kitts and Nevis,KNA,YR2003,
11474,Sri Lanka,LKA,YR2003,8.22
11475,Spain,ESP,YR2003,11.283
11476,South Sudan,SSD,YR2003,12.118
11477,South Africa,ZAF,YR2003,19.728
11478,Somalia,SOM,YR2003,18.914
11479,Solomon Islands,SLB,YR2003,2.256
11480,Slovenia,SVN,YR2003,6.481
11481,Slovak Republic,SVK,YR2003,17.55
11482,Sint Maarten (Dutch part),SXM,YR2003,
11483,Singapore,SGP,YR2003,5.93
11484,Sierra Leone,SLE,YR2003,3.879
11485,Seychelles,SYC,YR2003,
11486,Serbia,SRB,YR2003,15.2
11487,Senegal,SEN,YR2003,2.774
11488,Saudi Arabia,SAU,YR2003,5.563
11489,Sao Tome and Principe,STP,YR2003,16.36
11490,San Marino,SMR,YR2003,
11491,Samoa,WSM,YR2003,5.04
11492,Rwanda,RWA,YR2003,11.751
11493,Russian Federation,RUS,YR2003,8.21
11494,Romania,ROU,YR2003,6.95
11495,Qatar,QAT,YR2003,0.87
11496,Puerto Rico,PRI,YR2003,11.78
11497,Portugal,PRT,YR2003,6.132
11498,Poland,POL,YR2003,19.37
11499,Philippines,PHL,YR2003,3.527
11500,Peru,PER,YR2003,4.15
11501,Paraguay,PRY,YR2003,6.814
11502,Papua New Guinea,PNG,YR2003,2.627
11503,Panama,PAN,YR2003,6.393
11504,Palau,PLW,YR2003,
11505,Pakistan,PAK,YR2003,0.595
11506,Oman,OMN,YR2003,4.653
11507,Norway,NOR,YR2003,4.221
11508,Northern Mariana Islands,MNP,YR2003,
11509,North Macedonia,MKD,YR2003,36.69
11510,Nigeria,NGA,YR2003,3.594
11511,Niger,NER,YR2003,2.146
11512,Nicaragua,NIC,YR2003,7.6
11513,New Zealand,NZL,YR2003,4.745
11514,New Caledonia,NCL,YR2003,16.719
11515,Netherlands,NLD,YR2003,3.593
11516,Nepal,NPL,YR2003,10.677
11517,Nauru,NRU,YR2003,
11518,Namibia,NAM,YR2003,22.068
11519,Myanmar,MMR,YR2003,0.683
11520,Mozambique,MOZ,YR2003,2.869
11521,Morocco,MAR,YR2003,11.92
11522,Montenegro,MNE,YR2003,30.318
11523,Mongolia,MNG,YR2003,6.768
11524,Monaco,MCO,YR2003,
11525,Moldova,MDA,YR2003,6.378
11526,"Micronesia, Fed. Sts.",FSM,YR2003,
11527,Mexico,MEX,YR2003,3.455
11528,Mauritius,MUS,YR2003,8.314
11529,Mauritania,MRT,YR2003,9.817
11530,Marshall Islands,MHL,YR2003,
11531,Malta,MLT,YR2003,7.488
11532,Mali,MLI,YR2003,1.206
11533,Maldives,MDV,YR2003,5.201
11534,Malaysia,MYS,YR2003,3.61
11535,Malawi,MWI,YR2003,5.151
11536,Madagascar,MDG,YR2003,5.01
11537,"Macao SAR, China",MAC,YR2003,5.995
11538,Luxembourg,LUX,YR2003,3.675
11539,Lithuania,LTU,YR2003,12.875
11540,Liechtenstein,LIE,YR2003,
11541,Libya,LBY,YR2003,19.002
11542,Liberia,LBR,YR2003,2.406
11543,Lesotho,LSO,YR2003,16.019
11544,Lebanon,LBN,YR2003,8.048
11545,Latvia,LVA,YR2003,12.061
11546,Lao PDR,LAO,YR2003,1.646
11547,Kyrgyz Republic,KGZ,YR2003,2.165
11548,Kuwait,KWT,YR2003,1.3
11549,Kosovo,XKX,YR2003,
11550,"Korea, Rep.",KOR,YR2003,3.348
11551,"Korea, Dem. People's Rep.",PRK,YR2003,3.13
11552,Kiribati,KIR,YR2003,
11553,Kenya,KEN,YR2003,2.86
11554,Kazakhstan,KAZ,YR2003,8.78
11555,Jordan,JOR,YR2003,14.5
11556,Japan,JPN,YR2003,5.251
11557,Jamaica,JAM,YR2003,6.563
11558,Italy,ITA,YR2003,8.869
11559,Israel,ISR,YR2003,13.505
11560,Isle of Man,IMN,YR2003,
11561,Ireland,IRL,YR2003,4.478
11562,Iraq,IRQ,YR2003,8.965
11563,"Iran, Islamic Rep.",IRN,YR2003,11.528
11564,Indonesia,IDN,YR2003,6.658
11565,India,IND,YR2003,8.397
11566,Iceland,ISL,YR2003,3.997
11567,Hungary,HUN,YR2003,5.79
11568,"Hong Kong SAR, China",HKG,YR2003,7.86
11569,Honduras,HND,YR2003,5.3
11570,Haiti,HTI,YR2003,12.184
11571,Guyana,GUY,YR2003,11.532
11572,Guinea-Bissau,GNB,YR2003,3.284
11573,Guinea,GIN,YR2003,4.651
11574,Guatemala,GTM,YR2003,2.807
11575,Guam,GUM,YR2003,9.691
11576,Grenada,GRD,YR2003,
11577,Greenland,GRL,YR2003,
11578,Greece,GRC,YR2003,9.839
11579,Gibraltar,GIB,YR2003,
11580,Ghana,GHA,YR2003,7.722
11581,Germany,DEU,YR2003,9.779
11582,Georgia,GEO,YR2003,11.51
11583,"Gambia, The",GMB,YR2003,9.93
11584,Gabon,GAB,YR2003,17.129
11585,French Polynesia,PYF,YR2003,11.748
11586,France,FRA,YR2003,8.307
11587,Finland,FIN,YR2003,10.469
11588,Fiji,FJI,YR2003,4.739
11589,Faroe Islands,FRO,YR2003,
11590,Ethiopia,ETH,YR2003,3.002
11591,Eswatini,SWZ,YR2003,26.229
11592,Estonia,EST,YR2003,11.288
11593,Eritrea,ERI,YR2003,5.784
11594,Equatorial Guinea,GNQ,YR2003,8.265
11595,El Salvador,SLV,YR2003,6.9
11596,"Egypt, Arab Rep.",EGY,YR2003,10.91
11597,Ecuador,ECU,YR2003,5.662
11598,Dominican Republic,DOM,YR2003,6.938
11599,Dominica,DMA,YR2003,
11600,Djibouti,DJI,YR2003,26.647
11601,Denmark,DNK,YR2003,5.398
11602,Czechia,CZE,YR2003,7.777
11603,Cyprus,CYP,YR2003,4.153
11604,Curacao,CUW,YR2003,
11605,Cuba,CUB,YR2003,2.33
11606,Croatia,HRV,YR2003,13.924
11607,Cote d'Ivoire,CIV,YR2003,5.858
11608,Costa Rica,CRI,YR2003,6.654
11609,"Congo, Rep.",COG,YR2003,19.865
11610,"Congo, Dem. Rep.",COD,YR2003,3.05
11611,Comoros,COM,YR2003,4.565
11612,Colombia,COL,YR2003,13.221
11613,China,CHN,YR2003,4.58
11614,Chile,CHL,YR2003,9.765
11615,Channel Islands,CHI,YR2003,5.636
11616,Chad,TCD,YR2003,0.728
11617,Central African Republic,CAF,YR2003,5.631
11618,Cayman Islands,CYM,YR2003,
11619,Canada,CAN,YR2003,7.574
11620,Cameroon,CMR,YR2003,5.909
11621,Cambodia,KHM,YR2003,0.909
11622,Cabo Verde,CPV,YR2003,13.635
11623,Burundi,BDI,YR2003,3.137
11624,Burkina Faso,BFA,YR2003,2.78
11625,Bulgaria,BGR,YR2003,13.733
11626,Brunei Darussalam,BRN,YR2003,5.785
11627,British Virgin Islands,VGB,YR2003,
11628,Brazil,BRA,YR2003,11.169
11629,Botswana,BWA,YR2003,23.8
11630,Bosnia and Herzegovina,BIH,YR2003,28.415
11631,Bolivia,BOL,YR2003,2.657
11632,Bhutan,BTN,YR2003,1.8
11633,Bermuda,BMU,YR2003,
11634,Benin,BEN,YR2003,0.747
11635,Belize,BLZ,YR2003,10.363
11636,Belgium,BEL,YR2003,7.68
11637,Belarus,BLR,YR2003,10.155
11638,Barbados,BRB,YR2003,11.0
11639,Bangladesh,BGD,YR2003,4.32
11640,Bahrain,BHR,YR2003,1.165
11641,"Bahamas, The",BHS,YR2003,10.84
11642,Azerbaijan,AZE,YR2003,9.17
11643,Austria,AUT,YR2003,4.785
11644,Australia,AUS,YR2003,5.933
11645,Aruba,ABW,YR2003,
11646,Armenia,ARM,YR2003,10.757
11647,Argentina,ARG,YR2003,15.36
11648,Antigua and Barbuda,ATG,YR2003,
11649,Angola,AGO,YR2003,16.37
11650,Andorra,AND,YR2003,
11651,American Samoa,ASM,YR2003,
11652,Algeria,DZA,YR2003,23.72
11653,Albania,ALB,YR2003,16.985
11654,Afghanistan,AFG,YR2003,7.922
11655,World,WLD,YR2003,6.5712830050912
11656,Upper middle income,UMC,YR2003,6.3149368004394
11657,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR2003,6.10011877520962
11658,Sub-Saharan Africa (excluding high income),SSA,YR2003,6.10011877520962
11659,Sub-Saharan Africa,SSF,YR2003,6.10011877520962
11660,South Asia (IDA & IBRD),TSA,YR2003,7.30064202739105
11661,South Asia,SAS,YR2003,7.30064202739105
11662,Small states,SST,YR2003,9.61571853633001
11663,Pre-demographic dividend,PRE,YR2003,5.12953455697387
11664,Post-demographic dividend,PST,YR2003,6.84931934759255
11665,Pacific island small states,PSS,YR2003,4.47909084917371
11666,Other small states,OSS,YR2003,9.88661042197215
11667,OECD members,OED,YR2003,7.25977892445071
11668,Not classified,INX,YR2003,
11669,North America,NAC,YR2003,6.15538735139898
11670,Middle income,MIC,YR2003,6.41317063829259
11671,Middle East & North Africa (IDA & IBRD countries),TMN,YR2003,12.80348788709
11672,Middle East & North Africa (excluding high income),MNA,YR2003,12.8793231534892
11673,Middle East & North Africa,MEA,YR2003,11.8259860889386
11674,Lower middle income,LMC,YR2003,6.56133732350668
11675,Low income,LIC,YR2003,4.92413915307408
11676,Low & middle income,LMY,YR2003,6.30800044164934
11677,Least developed countries: UN classification,LDC,YR2003,4.85418897524898
11678,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2003,9.39369243944304
11679,Latin America & Caribbean (excluding high income),LAC,YR2003,8.8076093921897
11680,Latin America & Caribbean,LCN,YR2003,9.26850043338875
11681,Late-demographic dividend,LTE,YR2003,5.86088238065589
11682,IDA total,IDA,YR2003,4.39926066468585
11683,IDA only,IDX,YR2003,4.91379677829506
11684,IDA blend,IDB,YR2003,3.25355683524923
11685,IDA & IBRD total,IBT,YR2003,6.57235181693598
11686,IBRD only,IBD,YR2003,7.07151200694055
11687,High income,HIC,YR2003,7.34337989875998
11688,Heavily indebted poor countries (HIPC),HPC,YR2003,4.98331641585811
11689,Fragile and conflict affected situations,FCS,YR2003,5.73743896113045
11690,European Union,EUU,YR2003,9.66115704556643
11691,Europe & Central Asia (IDA & IBRD countries),TEC,YR2003,10.3020880728314
11692,Europe & Central Asia (excluding high income),ECA,YR2003,10.4214096594641
11693,Europe & Central Asia,ECS,YR2003,9.11386318602214
11694,Euro area,EMU,YR2003,9.02959027845352
11695,East Asia & Pacific (IDA & IBRD countries),TEA,YR2003,4.42431165087422
11696,East Asia & Pacific (excluding high income),EAP,YR2003,4.40754127921735
11697,East Asia & Pacific,EAS,YR2003,4.46529711277193
11698,Early-demographic dividend,EAR,YR2003,7.56880313223402
11699,Central Europe and the Baltics,CEB,YR2003,13.0006847345941
11700,Caribbean small states,CSS,YR2003,12.240646100901
11701,Arab World,ARB,YR2003,12.2216181002777
11702,Africa Western and Central,AFW,YR2003,4.25875333134558
11703,Africa Eastern and Southern,AFE,YR2003,7.23105399720921
11704,Zimbabwe,ZWE,YR2004,4.39
11705,Zambia,ZMB,YR2004,15.327
11706,"Yemen, Rep.",YEM,YR2004,12.131
11707,West Bank and Gaza,PSE,YR2004,23.215
11708,Virgin Islands (U.S.),VIR,YR2004,10.772
11709,Viet Nam,VNM,YR2004,2.14
11710,"Venezuela, RB",VEN,YR2004,15.07
11711,Vanuatu,VUT,YR2004,8.465
11712,Uzbekistan,UZB,YR2004,8.126
11713,Uruguay,URY,YR2004,12.98
11714,United States,USA,YR2004,5.529
11715,United Kingdom,GBR,YR2004,4.594
11716,United Arab Emirates,ARE,YR2004,2.964
11717,Ukraine,UKR,YR2004,8.59
11718,Uganda,UGA,YR2004,2.706
11719,Tuvalu,TUV,YR2004,
11720,Turks and Caicos Islands,TCA,YR2004,
11721,Turkmenistan,TKM,YR2004,8.367
11722,Turkiye,TUR,YR2004,10.838
11723,Tunisia,TUN,YR2004,14.23
11724,Trinidad and Tobago,TTO,YR2004,8.33
11725,Tonga,TON,YR2004,3.944
11726,Togo,TGO,YR2004,3.999
11727,Timor-Leste,TLS,YR2004,3.498
11728,Thailand,THA,YR2004,1.51
11729,Tanzania,TZA,YR2004,3.104
11730,Tajikistan,TJK,YR2004,13.364
11731,Syrian Arab Republic,SYR,YR2004,9.518
11732,Switzerland,CHE,YR2004,4.316
11733,Sweden,SWE,YR2004,6.693
11734,Suriname,SUR,YR2004,9.49
11735,Sudan,SDN,YR2004,14.788
11736,St. Vincent and the Grenadines,VCT,YR2004,19.524
11737,St. Martin (French part),MAF,YR2004,
11738,St. Lucia,LCA,YR2004,20.97
11739,St. Kitts and Nevis,KNA,YR2004,
11740,Sri Lanka,LKA,YR2004,8.38
11741,Spain,ESP,YR2004,11.09
11742,South Sudan,SSD,YR2004,12.142
11743,South Africa,ZAF,YR2004,19.634
11744,Somalia,SOM,YR2004,18.846
11745,Solomon Islands,SLB,YR2004,2.015
11746,Slovenia,SVN,YR2004,6.017
11747,Slovak Republic,SVK,YR2004,18.206
11748,Sint Maarten (Dutch part),SXM,YR2004,
11749,Singapore,SGP,YR2004,5.84
11750,Sierra Leone,SLE,YR2004,3.42
11751,Seychelles,SYC,YR2004,
11752,Serbia,SRB,YR2004,18.5
11753,Senegal,SEN,YR2004,2.77
11754,Saudi Arabia,SAU,YR2004,5.822
11755,Sao Tome and Principe,STP,YR2004,16.12
11756,San Marino,SMR,YR2004,
11757,Samoa,WSM,YR2004,5.165
11758,Rwanda,RWA,YR2004,11.78
11759,Russian Federation,RUS,YR2004,7.763
11760,Romania,ROU,YR2004,7.719
11761,Qatar,QAT,YR2004,0.87
11762,Puerto Rico,PRI,YR2004,10.31
11763,Portugal,PRT,YR2004,6.319
11764,Poland,POL,YR2004,19.074
11765,Philippines,PHL,YR2004,3.554
11766,Peru,PER,YR2004,4.71
11767,Paraguay,PRY,YR2004,6.513
11768,Papua New Guinea,PNG,YR2004,2.524
11769,Panama,PAN,YR2004,6.171
11770,Palau,PLW,YR2004,
11771,Pakistan,PAK,YR2004,0.588
11772,Oman,OMN,YR2004,4.756
11773,Norway,NOR,YR2004,4.256
11774,Northern Mariana Islands,MNP,YR2004,
11775,North Macedonia,MKD,YR2004,37.161
11776,Nigeria,NGA,YR2004,3.556
11777,Niger,NER,YR2004,2.748
11778,Nicaragua,NIC,YR2004,6.41
11779,New Zealand,NZL,YR2004,4.005
11780,New Caledonia,NCL,YR2004,16.31
11781,Netherlands,NLD,YR2004,4.646
11782,Nepal,NPL,YR2004,10.68
11783,Nauru,NRU,YR2004,
11784,Namibia,NAM,YR2004,22.09
11785,Myanmar,MMR,YR2004,0.678
11786,Mozambique,MOZ,YR2004,2.958
11787,Morocco,MAR,YR2004,10.83
11788,Montenegro,MNE,YR2004,30.315
11789,Mongolia,MNG,YR2004,6.852
11790,Monaco,MCO,YR2004,
11791,Moldova,MDA,YR2004,6.374
11792,"Micronesia, Fed. Sts.",FSM,YR2004,
11793,Mexico,MEX,YR2004,3.937
11794,Mauritius,MUS,YR2004,8.337
11795,Mauritania,MRT,YR2004,9.696
11796,Marshall Islands,MHL,YR2004,
11797,Malta,MLT,YR2004,7.317
11798,Mali,MLI,YR2004,1.36
11799,Maldives,MDV,YR2004,6.256
11800,Malaysia,MYS,YR2004,3.54
11801,Malawi,MWI,YR2004,4.958
11802,Madagascar,MDG,YR2004,3.952
11803,"Macao SAR, China",MAC,YR2004,4.905
11804,Luxembourg,LUX,YR2004,5.113
11805,Lithuania,LTU,YR2004,10.684
11806,Liechtenstein,LIE,YR2004,
11807,Libya,LBY,YR2004,18.873
11808,Liberia,LBR,YR2004,2.412
11809,Lesotho,LSO,YR2004,16.121
11810,Lebanon,LBN,YR2004,7.85
11811,Latvia,LVA,YR2004,11.708
11812,Lao PDR,LAO,YR2004,1.503
11813,Kyrgyz Republic,KGZ,YR2004,2.26
11814,Kuwait,KWT,YR2004,1.7
11815,Kosovo,XKX,YR2004,
11816,"Korea, Rep.",KOR,YR2004,3.42
11817,"Korea, Dem. People's Rep.",PRK,YR2004,3.079
11818,Kiribati,KIR,YR2004,
11819,Kenya,KEN,YR2004,2.836
11820,Kazakhstan,KAZ,YR2004,8.4
11821,Jordan,JOR,YR2004,14.619
11822,Japan,JPN,YR2004,4.734
11823,Jamaica,JAM,YR2004,6.562
11824,Italy,ITA,YR2004,7.866
11825,Israel,ISR,YR2004,13.029
11826,Isle of Man,IMN,YR2004,
11827,Ireland,IRL,YR2004,4.491
11828,Iraq,IRQ,YR2004,8.736
11829,"Iran, Islamic Rep.",IRN,YR2004,10.3
11830,Indonesia,IDN,YR2004,7.303
11831,India,IND,YR2004,8.551
11832,Iceland,ISL,YR2004,4.031
11833,Hungary,HUN,YR2004,5.832
11834,"Hong Kong SAR, China",HKG,YR2004,6.74
11835,Honduras,HND,YR2004,5.99
11836,Haiti,HTI,YR2004,13.458
11837,Guyana,GUY,YR2004,11.279
11838,Guinea-Bissau,GNB,YR2004,3.28
11839,Guinea,GIN,YR2004,4.757
11840,Guatemala,GTM,YR2004,2.971
11841,Guam,GUM,YR2004,7.7
11842,Grenada,GRD,YR2004,
11843,Greenland,GRL,YR2004,
11844,Greece,GRC,YR2004,10.628
11845,Gibraltar,GIB,YR2004,
11846,Ghana,GHA,YR2004,6.757
11847,Germany,DEU,YR2004,10.727
11848,Georgia,GEO,YR2004,12.62
11849,"Gambia, The",GMB,YR2004,9.897
11850,Gabon,GAB,YR2004,17.104
11851,French Polynesia,PYF,YR2004,11.697
11852,France,FRA,YR2004,8.914
11853,Finland,FIN,YR2004,10.358
11854,Fiji,FJI,YR2004,4.7
11855,Faroe Islands,FRO,YR2004,
11856,Ethiopia,ETH,YR2004,2.771
11857,Eswatini,SWZ,YR2004,26.695
11858,Estonia,EST,YR2004,10.248
11859,Eritrea,ERI,YR2004,5.674
11860,Equatorial Guinea,GNQ,YR2004,8.166
11861,El Salvador,SLV,YR2004,6.8
11862,"Egypt, Arab Rep.",EGY,YR2004,10.32
11863,Ecuador,ECU,YR2004,5.002
11864,Dominican Republic,DOM,YR2004,6.303
11865,Dominica,DMA,YR2004,
11866,Djibouti,DJI,YR2004,26.602
11867,Denmark,DNK,YR2004,5.204
11868,Czechia,CZE,YR2004,8.298
11869,Cyprus,CYP,YR2004,4.77
11870,Curacao,CUW,YR2004,
11871,Cuba,CUB,YR2004,1.854
11872,Croatia,HRV,YR2004,13.664
11873,Cote d'Ivoire,CIV,YR2004,5.93
11874,Costa Rica,CRI,YR2004,6.445
11875,"Congo, Rep.",COG,YR2004,19.883
11876,"Congo, Dem. Rep.",COD,YR2004,2.973
11877,Comoros,COM,YR2004,4.571
11878,Colombia,COL,YR2004,13.717
11879,China,CHN,YR2004,4.49
11880,Chile,CHL,YR2004,10.162
11881,Channel Islands,CHI,YR2004,5.834
11882,Chad,TCD,YR2004,0.679
11883,Central African Republic,CAF,YR2004,5.56
11884,Cayman Islands,CYM,YR2004,
11885,Canada,CAN,YR2004,7.185
11886,Cameroon,CMR,YR2004,5.088
11887,Cambodia,KHM,YR2004,1.005
11888,Cabo Verde,CPV,YR2004,13.493
11889,Burundi,BDI,YR2004,3.179
11890,Burkina Faso,BFA,YR2004,3.475
11891,Bulgaria,BGR,YR2004,12.037
11892,Brunei Darussalam,BRN,YR2004,5.886
11893,British Virgin Islands,VGB,YR2004,
11894,Brazil,BRA,YR2004,10.072
11895,Botswana,BWA,YR2004,21.754
11896,Bosnia and Herzegovina,BIH,YR2004,29.288
11897,Bolivia,BOL,YR2004,2.618
11898,Bhutan,BTN,YR2004,2.49
11899,Bermuda,BMU,YR2004,
11900,Benin,BEN,YR2004,0.79
11901,Belize,BLZ,YR2004,10.601
11902,Belgium,BEL,YR2004,7.363
11903,Belarus,BLR,YR2004,9.443
11904,Barbados,BRB,YR2004,9.57
11905,Bangladesh,BGD,YR2004,4.294
11906,Bahrain,BHR,YR2004,1.094
11907,"Bahamas, The",BHS,YR2004,10.2
11908,Azerbaijan,AZE,YR2004,7.99
11909,Austria,AUT,YR2004,5.969
11910,Australia,AUS,YR2004,5.399
11911,Aruba,ABW,YR2004,
11912,Armenia,ARM,YR2004,10.666
11913,Argentina,ARG,YR2004,13.522
11914,Antigua and Barbuda,ATG,YR2004,
11915,Angola,AGO,YR2004,16.267
11916,Andorra,AND,YR2004,
11917,American Samoa,ASM,YR2004,
11918,Algeria,DZA,YR2004,17.65
11919,Albania,ALB,YR2004,16.306
11920,Afghanistan,AFG,YR2004,7.914
11921,World,WLD,YR2004,6.44967688536565
11922,Upper middle income,UMC,YR2004,6.16438025694797
11923,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR2004,5.95285915175114
11924,Sub-Saharan Africa (excluding high income),SSA,YR2004,5.95285915175114
11925,Sub-Saharan Africa,SSF,YR2004,5.95285915175114
11926,South Asia (IDA & IBRD),TSA,YR2004,7.40567642544253
11927,South Asia,SAS,YR2004,7.40567642544253
11928,Small states,SST,YR2004,9.43549627195943
11929,Pre-demographic dividend,PRE,YR2004,5.04953871969228
11930,Post-demographic dividend,PST,YR2004,6.65679399397234
11931,Pacific island small states,PSS,YR2004,4.30987581256897
11932,Other small states,OSS,YR2004,9.80726985593402
11933,OECD members,OED,YR2004,7.18031854961914
11934,Not classified,INX,YR2004,
