,Country,economy,Year,central_government_debt
10831,Botswana,BWA,YR2000,
10832,Bosnia and Herzegovina,BIH,YR2000,
10833,Bolivia,BOL,YR2000,60.1091977404058
10834,Bhutan,BTN,YR2000,37.2923933577388
10835,Bermuda,BMU,YR2000,
10836,Benin,BEN,YR2000,
10837,Belize,BLZ,YR2000,
10838,Belgium,BEL,YR2000,109.647472082346
10839,Belarus,BLR,YR2000,15.0144518163306
10840,Barbados,BRB,YR2000,
10841,Bangladesh,BGD,YR2000,
10842,Bahrain,BHR,YR2000,25.7450148929614
10843,"Bahamas, The",BHS,YR2000,18.7520042790972
10844,Azerbaijan,AZE,YR2000,
10845,Austria,AUT,YR2000,64.739782238816
10846,Australia,AUS,YR2000,29.5228121217974
10847,Aruba,ABW,YR2000,
10848,Armenia,ARM,YR2000,
10849,Argentina,ARG,YR2000,
10850,Antigua and Barbuda,ATG,YR2000,
10851,Angola,AGO,YR2000,
10852,Andorra,AND,YR2000,
10853,American Samoa,ASM,YR2000,
10854,Algeria,DZA,YR2000,
10855,Albania,ALB,YR2000,
10856,Afghanistan,AFG,YR2000,
10857,World,WLD,YR2000,
10858,Upper middle income,UMC,YR2000,
10859,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR2000,
10860,Sub-Saharan Africa (excluding high income),SSA,YR2000,
10861,Sub-Saharan Africa,SSF,YR2000,
10862,South Asia (IDA & IBRD),TSA,YR2000,56.4105766939353
10863,South Asia,SAS,YR2000,56.4105766939353
10864,Small states,SST,YR2000,
10865,Pre-demographic dividend,PRE,YR2000,
10866,Post-demographic dividend,PST,YR2000,54.3750963308582
10867,Pacific island small states,PSS,YR2000,
10868,Other small states,OSS,YR2000,63.5496625316044
10869,OECD members,OED,YR2000,53.7287098540417
10870,Not classified,INX,YR2000,
10871,North America,NAC,YR2000,35.4414788466892
10872,Middle income,MIC,YR2000,
10873,Middle East & North Africa (IDA & IBRD countries),TMN,YR2000,
10874,Middle East & North Africa (excluding high income),MNA,YR2000,
10875,Middle East & North Africa,MEA,YR2000,
10876,Lower middle income,LMC,YR2000,
10877,Low income,LIC,YR2000,
10878,Low & middle income,LMY,YR2000,
10879,Least developed countries: UN classification,LDC,YR2000,
10880,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2000,
10881,Latin America & Caribbean (excluding high income),LAC,YR2000,
10882,Latin America & Caribbean,LCN,YR2000,
10883,Late-demographic dividend,LTE,YR2000,
10884,IDA total,IDA,YR2000,
10885,IDA only,IDX,YR2000,
10886,IDA blend,IDB,YR2000,
10887,IDA & IBRD total,IBT,YR2000,
10888,IBRD only,IBD,YR2000,
10889,High income,HIC,YR2000,53.860096855455
10890,Heavily indebted poor countries (HIPC),HPC,YR2000,
10891,Fragile and conflict affected situations,FCS,YR2000,
10892,European Union,EUU,YR2000,61.9193395597916
10893,Europe & Central Asia (IDA & IBRD countries),TEC,YR2000,
10894,Europe & Central Asia (excluding high income),ECA,YR2000,
10895,Europe & Central Asia,ECS,YR2000,63.1353367511103
10896,Euro area,EMU,YR2000,63.7391052840511
10897,East Asia & Pacific (IDA & IBRD countries),TEA,YR2000,
10898,East Asia & Pacific (excluding high income),EAP,YR2000,
10899,East Asia & Pacific,EAS,YR2000,
10900,Early-demographic dividend,EAR,YR2000,
10901,Central Europe and the Baltics,CEB,YR2000,38.0834609762367
10902,Caribbean small states,CSS,YR2000,
10903,Arab World,ARB,YR2000,
10904,Africa Western and Central,AFW,YR2000,
10905,Africa Eastern and Southern,AFE,YR2000,
10906,Zimbabwe,ZWE,YR2001,
10907,Zambia,ZMB,YR2001,
10908,"Yemen, Rep.",YEM,YR2001,
10909,West Bank and Gaza,PSE,YR2001,
10910,Virgin Islands (U.S.),VIR,YR2001,
10911,Viet Nam,VNM,YR2001,
10912,"Venezuela, RB",VEN,YR2001,
10913,Vanuatu,VUT,YR2001,
10914,Uzbekistan,UZB,YR2001,
10915,Uruguay,URY,YR2001,40.6433324293665
10916,United States,USA,YR2001,52.4436801645522
10917,United Kingdom,GBR,YR2001,84.3648435829985
10918,United Arab Emirates,ARE,YR2001,
10919,Ukraine,UKR,YR2001,35.3402154611105
10920,Uganda,UGA,YR2001,
10921,Tuvalu,TUV,YR2001,
10922,Turks and Caicos Islands,TCA,YR2001,
10923,Turkmenistan,TKM,YR2001,
10924,Turkiye,TUR,YR2001,
10925,Tunisia,TUN,YR2001,
10926,Trinidad and Tobago,TTO,YR2001,
10927,Tonga,TON,YR2001,
10928,Togo,TGO,YR2001,
10929,Timor-Leste,TLS,YR2001,
10930,Thailand,THA,YR2001,
10931,Tanzania,TZA,YR2001,
10932,Tajikistan,TJK,YR2001,79.804079881426
10933,Syrian Arab Republic,SYR,YR2001,
10934,Switzerland,CHE,YR2001,24.5543004659954
10935,Sweden,SWE,YR2001,60.8697579732008
10936,Suriname,SUR,YR2001,
10937,Sudan,SDN,YR2001,
10938,St. Vincent and the Grenadines,VCT,YR2001,45.5115533057875
10939,St. Martin (French part),MAF,YR2001,
10940,St. Lucia,LCA,YR2001,40.0705394190871
10941,St. Kitts and Nevis,KNA,YR2001,
10942,Sri Lanka,LKA,YR2001,103.219274149885
10943,Spain,ESP,YR2001,49.2439077412131
10944,South Sudan,SSD,YR2001,
10945,South Africa,ZAF,YR2001,
10946,Somalia,SOM,YR2001,
10947,Solomon Islands,SLB,YR2001,
10948,Slovenia,SVN,YR2001,32.818743142872
10949,Slovak Republic,SVK,YR2001,53.3699584071573
10950,Sint Maarten (Dutch part),SXM,YR2001,
10951,Singapore,SGP,YR2001,93.9363125102557
10952,Sierra Leone,SLE,YR2001,
10953,Seychelles,SYC,YR2001,
10954,Serbia,SRB,YR2001,
10955,Senegal,SEN,YR2001,
10956,Saudi Arabia,SAU,YR2001,
10957,Sao Tome and Principe,STP,YR2001,
10958,San Marino,SMR,YR2001,
10959,Samoa,WSM,YR2001,
10960,Rwanda,RWA,YR2001,
10961,Russian Federation,RUS,YR2001,
10962,Romania,ROU,YR2001,28.5213908344223
10963,Qatar,QAT,YR2001,
10964,Puerto Rico,PRI,YR2001,
10965,Portugal,PRT,YR2001,65.5234204403551
10966,Poland,POL,YR2001,41.2170461699089
10967,Philippines,PHL,YR2001,59.2614955783056
10968,Peru,PER,YR2001,
10969,Paraguay,PRY,YR2001,
10970,Papua New Guinea,PNG,YR2001,68.2675567269125
10971,Panama,PAN,YR2001,
10972,Palau,PLW,YR2001,
10973,Pakistan,PAK,YR2001,
10974,Oman,OMN,YR2001,
10975,Norway,NOR,YR2001,20.158446883529
10976,Northern Mariana Islands,MNP,YR2001,
10977,North Macedonia,MKD,YR2001,
10978,Nigeria,NGA,YR2001,
10979,Niger,NER,YR2001,
10980,Nicaragua,NIC,YR2001,
10981,New Zealand,NZL,YR2001,
10982,New Caledonia,NCL,YR2001,
10983,Netherlands,NLD,YR2001,49.118143276037
10984,Nepal,NPL,YR2001,58.9891415877141
10985,Nauru,NRU,YR2001,
10986,Namibia,NAM,YR2001,
10987,Myanmar,MMR,YR2001,
10988,Mozambique,MOZ,YR2001,
10989,Morocco,MAR,YR2001,
10990,Montenegro,MNE,YR2001,
10991,Mongolia,MNG,YR2001,
10992,Monaco,MCO,YR2001,
10993,Moldova,MDA,YR2001,
10994,"Micronesia, Fed. Sts.",FSM,YR2001,
10995,Mexico,MEX,YR2001,
10996,Mauritius,MUS,YR2001,
10997,Mauritania,MRT,YR2001,
10998,Marshall Islands,MHL,YR2001,
10999,Malta,MLT,YR2001,167.437546578905
11000,Mali,MLI,YR2001,
11001,Maldives,MDV,YR2001,31.2308703408131
11002,Malaysia,MYS,YR2001,
11003,Malawi,MWI,YR2001,
11004,Madagascar,MDG,YR2001,
11005,"Macao SAR, China",MAC,YR2001,
11006,Luxembourg,LUX,YR2001,12.3783238690934
11007,Lithuania,LTU,YR2001,31.7342072174014
11008,Liechtenstein,LIE,YR2001,
11009,Libya,LBY,YR2001,
11010,Liberia,LBR,YR2001,
11011,Lesotho,LSO,YR2001,
11012,Lebanon,LBN,YR2001,
11013,Latvia,LVA,YR2001,21.3737773113624
11014,Lao PDR,LAO,YR2001,
11015,Kyrgyz Republic,KGZ,YR2001,
11016,Kuwait,KWT,YR2001,
11017,Kosovo,XKX,YR2001,
11018,"Korea, Rep.",KOR,YR2001,
11019,"Korea, Dem. People's Rep.",PRK,YR2001,
11020,Kiribati,KIR,YR2001,
11021,Kenya,KEN,YR2001,
11022,Kazakhstan,KAZ,YR2001,
11023,Jordan,JOR,YR2001,90.8265631629398
11024,Japan,JPN,YR2001,102.846758013061
11025,Jamaica,JAM,YR2001,117.535033564029
11026,Italy,ITA,YR2001,111.840644325043
11027,Israel,ISR,YR2001,
11028,Isle of Man,IMN,YR2001,
11029,Ireland,IRL,YR2001,35.0072202143001
11030,Iraq,IRQ,YR2001,
11031,"Iran, Islamic Rep.",IRN,YR2001,
11032,Indonesia,IDN,YR2001,
11033,India,IND,YR2001,59.0179097968845
11034,Iceland,ISL,YR2001,61.2606631795105
11035,Hungary,HUN,YR2001,59.2366563411197
11036,"Hong Kong SAR, China",HKG,YR2001,
11037,Honduras,HND,YR2001,
11038,Haiti,HTI,YR2001,
11039,Guyana,GUY,YR2001,
11040,Guinea-Bissau,GNB,YR2001,
11041,Guinea,GIN,YR2001,
11042,Guatemala,GTM,YR2001,20.2690233179284
11043,Guam,GUM,YR2001,
11044,Grenada,GRD,YR2001,
11045,Greenland,GRL,YR2001,
11046,Greece,GRC,YR2001,123.59901850954
11047,Gibraltar,GIB,YR2001,
