,Country,economy,Year,GDP
11397,Pre-demographic dividend,PRE,YR2002,5.91883210272096
11398,Post-demographic dividend,PST,YR2002,1.52950070873099
11399,Pacific island small states,PSS,YR2002,2.06559146593261
11400,Other small states,OSS,YR2002,3.42466170942122
11401,OECD members,OED,YR2002,1.5398467729875
11402,Not classified,INX,YR2002,
11403,North America,NAC,YR2002,1.80124740128369
11404,Middle income,MIC,YR2002,4.72859777284988
11405,Middle East & North Africa (IDA & IBRD countries),TMN,YR2002,3.25186006770359
11406,Middle East & North Africa (excluding high income),MNA,YR2002,3.14250021360643
11407,Middle East & North Africa,MEA,YR2002,1.52298181111854
11408,Lower middle income,LMC,YR2002,4.51291290518319
11409,Low income,LIC,YR2002,4.83881205580548
11410,Low & middle income,LMY,YR2002,4.73082790058771
11411,Least developed countries: UN classification,LDC,YR2002,5.27826406172383
11412,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2002,0.429432215693453
11413,Latin America & Caribbean (excluding high income),LAC,YR2002,0.367566910986255
11414,Latin America & Caribbean,LCN,YR2002,0.464241185574778
11415,Late-demographic dividend,LTE,YR2002,5.98307844013772
11416,IDA total,IDA,YR2002,5.45347030924177
11417,IDA only,IDX,YR2002,4.04844777171576
11418,IDA blend,IDB,YR2002,6.96900593691636
11419,IDA & IBRD total,IBT,YR2002,4.64677503796875
11420,IBRD only,IBD,YR2002,4.572186645898
11421,High income,HIC,YR2002,1.6205401773925
11422,Heavily indebted poor countries (HIPC),HPC,YR2002,3.81075728409827
11423,Fragile and conflict affected situations,FCS,YR2002,4.79407485358716
11424,European Union,EUU,YR2002,1.11075207204298
11425,Europe & Central Asia (IDA & IBRD countries),TEC,YR2002,5.01197840332608
11426,Europe & Central Asia (excluding high income),ECA,YR2002,6.39606951351061
11427,Europe & Central Asia,ECS,YR2002,1.58429148472858
11428,Euro area,EMU,YR2002,0.959541799960832
11429,East Asia & Pacific (IDA & IBRD countries),TEA,YR2002,8.05976189467306
11430,East Asia & Pacific (excluding high income),EAP,YR2002,8.06013082991048
11431,East Asia & Pacific,EAS,YR2002,4.37725081848028
11432,Early-demographic dividend,EAR,YR2002,1.77327661899514
11433,Central Europe and the Baltics,CEB,YR2002,3.61474406651898
11434,Caribbean small states,CSS,YR2002,2.15477570300142
11435,Arab World,ARB,YR2002,0.666592759693543
11436,Africa Western and Central,AFW,YR2002,9.92742714858778
11437,Africa Eastern and Southern,AFE,YR2002,3.84164636198325
11438,Zimbabwe,ZWE,YR2003,-16.9950747276622
11439,Zambia,ZMB,YR2003,6.94497398221223
11440,"Yemen, Rep.",YEM,YR2003,3.74739818489111
11441,West Bank and Gaza,PSE,YR2003,14.0158654945752
11442,Virgin Islands (U.S.),VIR,YR2003,-0.396080883885759
11443,Viet Nam,VNM,YR2003,6.89906349055258
11444,"Venezuela, RB",VEN,YR2003,-7.75530004959883
11445,Vanuatu,VUT,YR2003,4.28833511695458
11446,Uzbekistan,UZB,YR2003,4.23262738154364
11447,Uruguay,URY,YR2003,0.805283915893824
11448,United States,USA,YR2003,2.795605965883
11449,United Kingdom,GBR,YR2003,3.14657252830963
11450,United Arab Emirates,ARE,YR2003,8.80054081355328
11451,Ukraine,UKR,YR2003,9.51660986436364
11452,Uganda,UGA,YR2003,6.47325867166543
11453,Tuvalu,TUV,YR2003,-4.34782608695652
11454,Turks and Caicos Islands,TCA,YR2003,
11455,Turkmenistan,TKM,YR2003,3.26882855955344
11456,Turkiye,TUR,YR2003,5.76320606654714
11457,Tunisia,TUN,YR2003,4.70239953285241
11458,Trinidad and Tobago,TTO,YR2003,14.4409895389734
11459,Tonga,TON,YR2003,2.30804549370431
11460,Togo,TGO,YR2003,6.72017142301175
11461,Timor-Leste,TLS,YR2003,-2.18226413236545
11462,Thailand,THA,YR2003,7.18924330340971
11463,Tanzania,TZA,YR2003,6.67278983053497
11464,Tajikistan,TJK,YR2003,10.9999990780572
11465,Syrian Arab Republic,SYR,YR2003,7.20443505274413
11466,Switzerland,CHE,YR2003,-0.0323984765377787
11467,Sweden,SWE,YR2003,2.30981059032811
11468,Suriname,SUR,YR2003,6.29999943314137
11469,Sudan,SDN,YR2003,6.28880816146516
11470,St. Vincent and the Grenadines,VCT,YR2003,6.69133665352797
11471,St. Martin (French part),MAF,YR2003,
11472,St. Lucia,LCA,YR2003,4.26461148738223
11473,St. Kitts and Nevis,KNA,YR2003,-3.93339486032939
11474,Sri Lanka,LKA,YR2003,5.9402690780223
11475,Spain,ESP,YR2003,2.98193631644672
11476,South Sudan,SSD,YR2003,
11477,South Africa,ZAF,YR2003,2.94907546754213
11478,Somalia,SOM,YR2003,7.63026729337453
11479,Solomon Islands,SLB,YR2003,6.52346685055139
11480,Slovenia,SVN,YR2003,2.96026028579455
11481,Slovak Republic,SVK,YR2003,5.49908307699157
11482,Sint Maarten (Dutch part),SXM,YR2003,
11483,Singapore,SGP,YR2003,4.54825542643229
11484,Sierra Leone,SLE,YR2003,9.48363148565836
11485,Seychelles,SYC,YR2003,-5.88712848764477
11486,Serbia,SRB,YR2003,4.38775702299594
11487,Senegal,SEN,YR2003,5.59395094456143
11488,Saudi Arabia,SAU,YR2003,11.2420680624142
11489,Sao Tome and Principe,STP,YR2003,8.29151946119818
11490,San Marino,SMR,YR2003,3.87296669248644
11491,Samoa,WSM,YR2003,5.21262892634149
11492,Rwanda,RWA,YR2003,2.20240814177109
11493,Russian Federation,RUS,YR2003,7.29995234528189
11494,Romania,ROU,YR2003,2.34114732919521
11495,Qatar,QAT,YR2003,3.71995867654906
11496,Puerto Rico,PRI,YR2003,0.0534198046891419
11497,Portugal,PRT,YR2003,-0.930521192623061
11498,Poland,POL,YR2003,3.4983912134025
11499,Philippines,PHL,YR2003,5.08691113513073
11500,Peru,PER,YR2003,4.16502313666112
11501,Paraguay,PRY,YR2003,4.32074548551591
11502,Papua New Guinea,PNG,YR2003,2.16410250222083
11503,Panama,PAN,YR2003,4.20549590588261
11504,Palau,PLW,YR2003,-3.22333433814303
11505,Pakistan,PAK,YR2003,5.40131087314342
11506,Oman,OMN,YR2003,-2.66859110888825
11507,Norway,NOR,YR2003,0.944909391118713
11508,Northern Mariana Islands,MNP,YR2003,0.343170899107761
11509,North Macedonia,MKD,YR2003,2.22260165732409
11510,Nigeria,NGA,YR2003,7.34719496799485
11511,Niger,NER,YR2003,2.1706103837418
11512,Nicaragua,NIC,YR2003,2.52073289551447
11513,New Zealand,NZL,YR2003,4.72896774397864
11514,New Caledonia,NCL,YR2003,
11515,Netherlands,NLD,YR2003,0.155645898017013
11516,Nepal,NPL,YR2003,3.94503776051116
11517,Nauru,NRU,YR2003,0.284674073586118
11518,Namibia,NAM,YR2003,4.23979429582137
11519,Myanmar,MMR,YR2003,13.8439968903798
11520,Mozambique,MOZ,YR2003,7.21770086569656
11521,Morocco,MAR,YR2003,6.17110214953244
11522,Montenegro,MNE,YR2003,2.48265922878484
11523,Mongolia,MNG,YR2003,7.00463457384886
11524,Monaco,MCO,YR2003,1.08753674887137
11525,Moldova,MDA,YR2003,6.59999995777716
11526,"Micronesia, Fed. Sts.",FSM,YR2003,1.57211506743108
11527,Mexico,MEX,YR2003,1.18554486709559
11528,Mauritius,MUS,YR2003,5.92544548947731
11529,Mauritania,MRT,YR2003,6.92826955106302
11530,Marshall Islands,MHL,YR2003,-1.56170055013084
11531,Malta,MLT,YR2003,4.07406758949939
11532,Mali,MLI,YR2003,9.1190419953243
11533,Maldives,MDV,YR2003,13.7500496588259
11534,Malaysia,MYS,YR2003,5.7884992858875
11535,Malawi,MWI,YR2003,5.70563940662782
11536,Madagascar,MDG,YR2003,9.78489212474175
11537,"Macao SAR, China",MAC,YR2003,11.6406279553622
11538,Luxembourg,LUX,YR2003,2.61937857939165
11539,Lithuania,LTU,YR2003,10.565956988762
11540,Liechtenstein,LIE,YR2003,-1.93756534125014
11541,Libya,LBY,YR2003,13.0160372478013
11542,Liberia,LBR,YR2003,-30.145132727942
11543,Lesotho,LSO,YR2003,4.55977716384528
11544,Lebanon,LBN,YR2003,3.22709826879041
11545,Latvia,LVA,YR2003,8.42286220668569
11546,Lao PDR,LAO,YR2003,6.06700230344272
11547,Kyrgyz Republic,KGZ,YR2003,7.03029319731168
11548,Kuwait,KWT,YR2003,17.3260204175143
11549,Kosovo,XKX,YR2003,
11550,"Korea, Rep.",KOR,YR2003,3.14729119373409
11551,"Korea, Dem. People's Rep.",PRK,YR2003,
11552,Kiribati,KIR,YR2003,-1.61290322580645
11553,Kenya,KEN,YR2003,2.93247554570904
11554,Kazakhstan,KAZ,YR2003,9.30000000033759
11555,Jordan,JOR,YR2003,4.16166755544407
11556,Japan,JPN,YR2003,1.53512549928013
11557,Jamaica,JAM,YR2003,3.66631759279021
11558,Italy,ITA,YR2003,0.138626890776507
11559,Israel,ISR,YR2003,1.39391296405174
11560,Isle of Man,IMN,YR2003,5.99999968812641
11561,Ireland,IRL,YR2003,3.01383869171366
11562,Iraq,IRQ,YR2003,-36.6581526754007
11563,"Iran, Islamic Rep.",IRN,YR2003,8.6392983956527
11564,Indonesia,IDN,YR2003,4.78036912376109
11565,India,IND,YR2003,7.8603814759073
11566,Iceland,ISL,YR2003,2.14268837866911
11567,Hungary,HUN,YR2003,4.07424974585209
11568,"Hong Kong SAR, China",HKG,YR2003,3.05628210676853
11569,Honduras,HND,YR2003,4.54703805165397
11570,Haiti,HTI,YR2003,3.48077973188326
11571,Guyana,GUY,YR2003,-0.632225388266377
11572,Guinea-Bissau,GNB,YR2003,-0.285931046863254
11573,Guinea,GIN,YR2003,1.24860125923698
11574,Guatemala,GTM,YR2003,2.56037766801896
11575,Guam,GUM,YR2003,0.879314134974734
11576,Grenada,GRD,YR2003,9.46397343076491
11577,Greenland,GRL,YR2003,4.43004572118211
11578,Greece,GRC,YR2003,5.79453166075554
11579,Gibraltar,GIB,YR2003,
11580,Ghana,GHA,YR2003,5.200000133101
11581,Germany,DEU,YR2003,-0.700116686114356
11582,Georgia,GEO,YR2003,11.0570310020104
11583,"Gambia, The",GMB,YR2003,6.86999962173842
11584,Gabon,GAB,YR2003,2.2473300115045
11585,French Polynesia,PYF,YR2003,2.1269288487261
11586,France,FRA,YR2003,0.823160756684118
11587,Finland,FIN,YR2003,2.00378420285061
11588,Fiji,FJI,YR2003,0.999999344757299
11589,Faroe Islands,FRO,YR2003,
11590,Ethiopia,ETH,YR2003,-2.16135972205798
11591,Eswatini,SWZ,YR2003,3.88021358597126
11592,Estonia,EST,YR2003,7.60026518508707
11593,Eritrea,ERI,YR2003,-2.65551592487554
11594,Equatorial Guinea,GNQ,YR2003,13.9552503163825
11595,El Salvador,SLV,YR2003,1.56539303147618
11596,"Egypt, Arab Rep.",EGY,YR2003,3.19345473756772
11597,Ecuador,ECU,YR2003,2.88450036512064
11598,Dominican Republic,DOM,YR2003,-1.34570618506442
11599,Dominica,DMA,YR2003,6.35313712169359
11600,Djibouti,DJI,YR2003,
11601,Denmark,DNK,YR2003,0.390058556485101
11602,Czechia,CZE,YR2003,3.58368845880418
11603,Cyprus,CYP,YR2003,2.6232861229859
11604,Curacao,CUW,YR2003,0.288186681651752
11605,Cuba,CUB,YR2003,3.79274022304334
11606,Croatia,HRV,YR2003,5.59963357166606
11607,Cote d'Ivoire,CIV,YR2003,-4.72586658630681
11608,Costa Rica,CRI,YR2003,4.31717986447036
11609,"Congo, Rep.",COG,YR2003,0.813264076303781
11610,"Congo, Dem. Rep.",COD,YR2003,5.57782231144424
11611,Comoros,COM,YR2003,2.1038716355305
11612,Colombia,COL,YR2003,3.91827190322513
11613,China,CHN,YR2003,10.0380304810393
11614,Chile,CHL,YR2003,4.72324526681116
11615,Channel Islands,CHI,YR2003,
11616,Chad,TCD,YR2003,14.7216670121033
11617,Central African Republic,CAF,YR2003,-5.39748521855877
11618,Cayman Islands,CYM,YR2003,
11619,Canada,CAN,YR2003,1.80638513484521
11620,Cameroon,CMR,YR2003,5.45315368881347
11621,Cambodia,KHM,YR2003,8.50589556031385
11622,Cabo Verde,CPV,YR2003,4.17625932578332
11623,Burundi,BDI,YR2003,-1.22372796023444
11624,Burkina Faso,BFA,YR2003,7.80249388870359
11625,Bulgaria,BGR,YR2003,5.23715425251341
11626,Brunei Darussalam,BRN,YR2003,2.90395547653115
11627,British Virgin Islands,VGB,YR2003,
11628,Brazil,BRA,YR2003,1.14082899824888
11629,Botswana,BWA,YR2003,4.62589474959299
11630,Bosnia and Herzegovina,BIH,YR2003,3.8671387951343
11631,Bolivia,BOL,YR2003,2.71133983700673
11632,Bhutan,BTN,YR2003,7.78656053594256
11633,Bermuda,BMU,YR2003,3.41070667687531
11634,Benin,BEN,YR2003,3.44357677591658
11635,Belize,BLZ,YR2003,9.66522532391241
11636,Belgium,BEL,YR2003,1.03798254902905
11637,Belarus,BLR,YR2003,7.04319251194431
11638,Barbados,BRB,YR2003,2.17548076923077
11639,Bangladesh,BGD,YR2003,4.73956739963045
11640,Bahrain,BHR,YR2003,6.29644197869368
11641,"Bahamas, The",BHS,YR2003,-1.26491667612372
11642,Azerbaijan,AZE,YR2003,10.2082994004776
11643,Austria,AUT,YR2003,0.941470920725337
11644,Australia,AUS,YR2003,3.09068718165635
11645,Aruba,ABW,YR2003,1.11050459944282
11646,Armenia,ARM,YR2003,14.0000000015501
11647,Argentina,ARG,YR2003,8.83704079576924
11648,Antigua and Barbuda,ATG,YR2003,6.07689599725983
11649,Angola,AGO,YR2003,2.99000000000001
11650,Andorra,AND,YR2003,8.69420371612468
11651,American Samoa,ASM,YR2003,0.965517241379317
11652,Algeria,DZA,YR2003,6.50000000017639
11653,Albania,ALB,YR2003,5.52863746491788
11654,Afghanistan,AFG,YR2003,8.83227780288267
11655,World,WLD,YR2003,3.10427567346218
11656,Upper middle income,UMC,YR2003,5.86969606860181
11657,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR2003,4.05008979263843
11658,Sub-Saharan Africa (excluding high income),SSA,YR2003,4.06069137630097
11659,Sub-Saharan Africa,SSF,YR2003,4.05008979263852
11660,South Asia (IDA & IBRD),TSA,YR2003,7.17607110111503
11661,South Asia,SAS,YR2003,7.17607110111503
11662,Small states,SST,YR2003,3.84187388416255
11663,Pre-demographic dividend,PRE,YR2003,-0.727333087213481
11664,Post-demographic dividend,PST,YR2003,2.01777847415676
11665,Pacific island small states,PSS,YR2003,1.98622566571088
11666,Other small states,OSS,YR2003,4.51821928109177
11667,OECD members,OED,YR2003,2.03309634392063
11668,Not classified,INX,YR2003,
11669,North America,NAC,YR2003,2.71703866021629
11670,Middle income,MIC,YR2003,5.88468877373427
11671,Middle East & North Africa (IDA & IBRD countries),TMN,YR2003,2.21308934458786
11672,Middle East & North Africa (excluding high income),MNA,YR2003,2.28266100749066
11673,Middle East & North Africa,MEA,YR2003,5.05817226371769
11674,Lower middle income,LMC,YR2003,5.93966747520382
11675,Low income,LIC,YR2003,4.87049765531538
11676,Low & middle income,LMY,YR2003,5.86414599362632
11677,Least developed countries: UN classification,LDC,YR2003,4.99113156668716
11678,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2003,2.53382739998618
11679,Latin America & Caribbean (excluding high income),LAC,YR2003,2.40702989791446
11680,Latin America & Caribbean,LCN,YR2003,2.45501148978467
11681,Late-demographic dividend,LTE,YR2003,6.82091801991569
11682,IDA total,IDA,YR2003,4.90620355816706
11683,IDA only,IDX,YR2003,4.79808362317296
11684,IDA blend,IDB,YR2003,5.01964357474635
11685,IDA & IBRD total,IBT,YR2003,5.85472061032668
11686,IBRD only,IBD,YR2003,5.94316118657323
11687,High income,HIC,YR2003,2.3052217806046
11688,Heavily indebted poor countries (HIPC),HPC,YR2003,3.8888108743633
11689,Fragile and conflict affected situations,FCS,YR2003,1.07555673504498
11690,European Union,EUU,YR2003,0.908252360866641
11691,Europe & Central Asia (IDA & IBRD countries),TEC,YR2003,6.18124734901077
11692,Europe & Central Asia (excluding high income),ECA,YR2003,6.60142074853765
11693,Europe & Central Asia,ECS,YR2003,1.79493588860589
11694,Euro area,EMU,YR2003,0.702667309213894
11695,East Asia & Pacific (IDA & IBRD countries),TEA,YR2003,8.94395195518388
11696,East Asia & Pacific (excluding high income),EAP,YR2003,8.94474821506344
11697,East Asia & Pacific,EAS,YR2003,4.94755328728853
11698,Early-demographic dividend,EAR,YR2003,5.32184789364251
11699,Central Europe and the Baltics,CEB,YR2003,4.08710482600061
11700,Caribbean small states,CSS,YR2003,1.84936679665981
11701,Arab World,ARB,YR2003,4.87100449978031
11702,Africa Western and Central,AFW,YR2003,5.53296656452113
11703,Africa Eastern and Southern,AFE,YR2003,2.96340515607194
11704,Zimbabwe,ZWE,YR2004,-5.80753802273949
11705,Zambia,ZMB,YR2004,7.03239511515218
11706,"Yemen, Rep.",YEM,YR2004,3.972696401183
11707,West Bank and Gaza,PSE,YR2004,21.9252394933447
11708,Virgin Islands (U.S.),VIR,YR2004,3.28589367936377
11709,Viet Nam,VNM,YR2004,7.53641060890386
11710,"Venezuela, RB",VEN,YR2004,18.2866066891245
11711,Vanuatu,VUT,YR2004,3.98739280216962
11712,Uzbekistan,UZB,YR2004,7.44900060559664
11713,Uruguay,URY,YR2004,5.00416035564457
11714,United States,USA,YR2004,3.84777169205226
11715,United Kingdom,GBR,YR2004,2.42649654912002
11716,United Arab Emirates,ARE,YR2004,9.56643663767056
11717,Ukraine,UKR,YR2004,11.7953525281136
11718,Uganda,UGA,YR2004,6.80723334361883
11719,Tuvalu,TUV,YR2004,-2.27272727272727
11720,Turks and Caicos Islands,TCA,YR2004,
11721,Turkmenistan,TKM,YR2004,5.00040743766748
11722,Turkiye,TUR,YR2004,9.79593638920282
11723,Tunisia,TUN,YR2004,6.23579072222647
11724,Trinidad and Tobago,TTO,YR2004,7.95005151069972
11725,Tonga,TON,YR2004,-2.41070060920023
11726,Togo,TGO,YR2004,-0.978665335392563
11727,Timor-Leste,TLS,YR2004,0.400003981151968
11728,Thailand,THA,YR2004,6.28934214285795
11729,Tanzania,TZA,YR2004,7.50381465859829
11730,Tajikistan,TJK,YR2004,10.2999989410117
11731,Syrian Arab Republic,SYR,YR2004,6.90295943489203
11732,Switzerland,CHE,YR2004,2.70170920967028
11733,Sweden,SWE,YR2004,4.33685615384474
11734,Suriname,SUR,YR2004,8.50000018479413
11735,Sudan,SDN,YR2004,5.14088851762675
11736,St. Vincent and the Grenadines,VCT,YR2004,4.11469880444737
11737,St. Martin (French part),MAF,YR2004,
11738,St. Lucia,LCA,YR2004,7.2674088699471
11739,St. Kitts and Nevis,KNA,YR2004,3.99634666125431
11740,Sri Lanka,LKA,YR2004,5.44506127885352
11741,Spain,ESP,YR2004,3.12273351662624
11742,South Sudan,SSD,YR2004,
11743,South Africa,ZAF,YR2004,4.55455990721774
11744,Somalia,SOM,YR2004,7.11031431127405
11745,Solomon Islands,SLB,YR2004,7.6832999660031
11746,Slovenia,SVN,YR2004,4.35919277843992
11747,Slovak Republic,SVK,YR2004,5.27888071780144
11748,Sint Maarten (Dutch part),SXM,YR2004,
11749,Singapore,SGP,YR2004,9.93998268434957
11750,Sierra Leone,SLE,YR2004,6.47884601647948
11751,Seychelles,SYC,YR2004,-2.8504539768538
11752,Serbia,SRB,YR2004,9.02819692829154
11753,Senegal,SEN,YR2004,4.64329393683312
11754,Saudi Arabia,SAU,YR2004,7.95846631955041
11755,Sao Tome and Principe,STP,YR2004,3.5379059435684
11756,San Marino,SMR,YR2004,4.5488441461596
11757,Samoa,WSM,YR2004,3.0872602379675
11758,Rwanda,RWA,YR2004,7.44767956797858
11759,Russian Federation,RUS,YR2004,7.19994786954857
11760,Romania,ROU,YR2004,10.4281130180976
11761,Qatar,QAT,YR2004,19.2189153397893
11762,Puerto Rico,PRI,YR2004,8.74867692653626
11763,Portugal,PRT,YR2004,1.78873568157121
11764,Poland,POL,YR2004,4.98284456986049
11765,Philippines,PHL,YR2004,6.56922851180626
11766,Peru,PER,YR2004,4.95820320611745
11767,Paraguay,PRY,YR2004,4.05741836363771
11768,Papua New Guinea,PNG,YR2004,2.72117574098235
11769,Panama,PAN,YR2004,7.52207972029464
11770,Palau,PLW,YR2004,3.93905372010572
11771,Pakistan,PAK,YR2004,7.83125556961251
11772,Oman,OMN,YR2004,1.29220568072958
11773,Norway,NOR,YR2004,4.01458801709728
11774,Northern Mariana Islands,MNP,YR2004,-3.07797537619699
11775,North Macedonia,MKD,YR2004,4.67408957960916
11776,Nigeria,NGA,YR2004,9.25055822917993
11777,Niger,NER,YR2004,0.363801578722132
11778,Nicaragua,NIC,YR2004,5.31217056950739
11779,New Zealand,NZL,YR2004,4.08825964880346
11780,New Caledonia,NCL,YR2004,
11781,Netherlands,NLD,YR2004,1.98494571422152
11782,Nepal,NPL,YR2004,4.68260325152944
11783,Nauru,NRU,YR2004,-4.31483795436365
11784,Namibia,NAM,YR2004,12.2695481036769
11785,Myanmar,MMR,YR2004,13.5646616163416
11786,Mozambique,MOZ,YR2004,8.20470494788577
11787,Morocco,MAR,YR2004,4.57138016516208
11788,Montenegro,MNE,YR2004,4.42605071745102
11789,Mongolia,MNG,YR2004,10.6254059599309
11790,Monaco,MCO,YR2004,2.47048416786116
11791,Moldova,MDA,YR2004,7.39999973358189
11792,"Micronesia, Fed. Sts.",FSM,YR2004,-3.08015304747474
11793,Mexico,MEX,YR2004,3.56544100946846
11794,Mauritius,MUS,YR2004,4.33001985464357
11795,Mauritania,MRT,YR2004,4.7327579245203
11796,Marshall Islands,MHL,YR2004,-0.692279197592981
11797,Malta,MLT,YR2004,0.140268537240203
11798,Mali,MLI,YR2004,1.55999866053489
11799,Maldives,MDV,YR2004,5.81636693266742
11800,Malaysia,MYS,YR2004,6.78343772370305
11801,Malawi,MWI,YR2004,5.42049754887375
11802,Madagascar,MDG,YR2004,5.25700362208742
11803,"Macao SAR, China",MAC,YR2004,26.6303427057285
11804,Luxembourg,LUX,YR2004,4.23189130735582
11805,Lithuania,LTU,YR2004,6.56949011753593
11806,Liechtenstein,LIE,YR2004,3.03917210306501
11807,Libya,LBY,YR2004,4.46163899648637
11808,Liberia,LBR,YR2004,2.61984689477413
11809,Lesotho,LSO,YR2004,1.69237417358596
11810,Lebanon,LBN,YR2004,6.67944461641103
11811,Latvia,LVA,YR2004,8.28414597787324
11812,Lao PDR,LAO,YR2004,6.35769548008234
11813,Kyrgyz Republic,KGZ,YR2004,7.02681242497607
11814,Kuwait,KWT,YR2004,10.2402980586354
11815,Kosovo,XKX,YR2004,
11816,"Korea, Rep.",KOR,YR2004,5.19739136324382
11817,"Korea, Dem. People's Rep.",PRK,YR2004,
11818,Kiribati,KIR,YR2004,-0.546448087431699
11819,Kenya,KEN,YR2004,5.10429977629738
11820,Kazakhstan,KAZ,YR2004,9.60000000136854
11821,Jordan,JOR,YR2004,8.56721424236899
11822,Japan,JPN,YR2004,2.1861156944216
11823,Jamaica,JAM,YR2004,1.32372509977827
11824,Italy,ITA,YR2004,1.42359415817907
11825,Israel,ISR,YR2004,4.7844674262581
11826,Isle of Man,IMN,YR2004,5.20000310402496
11827,Ireland,IRL,YR2004,6.78813997127008
11828,Iraq,IRQ,YR2004,53.3817941859476
11829,"Iran, Islamic Rep.",IRN,YR2004,4.33666598322418
11830,Indonesia,IDN,YR2004,5.03087394494024
11831,India,IND,YR2004,7.92293661199932
11832,Iceland,ISL,YR2004,7.80239950753543
11833,Hungary,HUN,YR2004,5.00462069164915
11834,"Hong Kong SAR, China",HKG,YR2004,8.70009786879737
11835,Honduras,HND,YR2004,6.23230296069102
11836,Haiti,HTI,YR2004,-1.3178567596495
11837,Guyana,GUY,YR2004,1.56335211034042
11838,Guinea-Bissau,GNB,YR2004,1.17189152783422
